wban_id,name,state,lat,lon,ndays,nhours_with_gusts,nfourhours_with_gusts,ndays_with_gusts,nhours_with_sig_gusts,nfourhours_with_sig_gusts,ndays_with_sig_gusts,gust_hours_per_year,gust_fourhours_per_year,gust_days_per_year,sig_gust_hours_per_year,sig_gust_fourhours_per_year,sig_gust_days_per_year,nhours_with_est_reports,nfourhours_with_est_reports,ndays_with_est_reports,nhours_with_est_sig_reports,nfourhours_with_est_sig_reports,ndays_with_est_sig_reports,mean_est_reports_in_hours_with_est_reports,mean_est_reports_in_fourhours_with_est_reports,mean_est_reports_in_convective_days_with_est_reports,mean_est_sig_reports_in_hours_with_est_sig_reports,mean_est_sig_reports_in_fourhours_with_est_sig_reports,mean_est_sig_reports_in_convective_days_with_est_sig_reports,mean_est_reports_in_report_hours_with_gusts,mean_est_reports_in_report_fourhours_with_gusts,mean_est_reports_in_report_convective_days_with_gusts,mean_est_sig_reports_in_report_hours_with_sig_gusts,mean_est_sig_reports_in_report_fourhours_with_sig_gusts,mean_est_sig_reports_in_report_convective_days_with_sig_gusts
14853,DETROIT WILLOW RUN AP,MI,42.23333,-83.53333,5997,13,12,11,0,0,0,0.7917709,0.7308654,0.66995996,0.0,0.0,0.0,264,202,166,9,8,8,2.409091,3.1435645,3.8253012,1.2222222,1.25,1.25,6.0,7.2,7.9,1.0,1.0,1.0
13959,WACO REGIONAL AP,TX,31.617015000000002,-97.2284,6940,15,14,14,2,2,2,0.7894452,0.7368156,0.7368156,0.10525937,0.10525937,0.10525937,74,65,61,8,8,7,1.6351352,1.8615384,1.9836066,1.125,1.125,1.2857143,3.2222223,3.2,3.8181818,1.0,1.0,1.0
93814,CINCINNATI NORTHERN KY AP,KY,39.04452,-84.67276,6940,15,14,14,1,1,1,0.7894452,0.7368156,0.7368156,0.052629683,0.052629683,0.052629683,347,261,224,8,8,8,2.2651296,2.8582375,3.2723215,2.0,2.0,2.0,8.727273,8.583333,9.230769,1.0,1.0,1.0
93815,DAYTON INTL AP,OH,39.9064,-84.21855,6940,15,15,14,1,1,1,0.7894452,0.7894452,0.7368156,0.052629683,0.052629683,0.052629683,332,261,220,8,7,6,2.2018073,2.6819923,3.1227272,2.25,2.4285715,2.5,6.181818,6.6666665,6.6923075,6.0,6.0,6.0
23160,TUCSON INTL AP,AZ,32.131330000000005,-110.95522666666666,6057,13,12,12,0,0,0,0.7839277,0.72362554,0.72362554,0.0,0.0,0.0,239,191,174,15,14,13,1.125523,1.2722514,1.3563218,1.2,1.2142857,1.3076923,1.0,1.2857143,1.5555556,1.0,1.0,1.0
03032,DRYDEN TERRELL COUNTY AP,TX,30.048172,-102.21266,2832,6,6,6,0,0,0,0.77383476,0.77383476,0.77383476,0.0,0.0,0.0,3,3,3,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
03966,ST LOUIS SPIRIT OF ST LOUIS AP,MO,38.65732,-90.65580999999999,6150,13,13,13,1,1,1,0.77207315,0.77207315,0.77207315,0.059390243,0.059390243,0.059390243,288,219,193,22,19,19,2.1527777,2.7168949,3.0518134,1.8181819,2.1052632,2.1052632,3.2222223,4.5555553,6.4545455,1.0,1.0,1.0
04804,COLUMBUS OHIO STATE UNIVERSITY AP,OH,40.07806,-83.07806,6150,13,13,13,1,1,1,0.77207315,0.77207315,0.77207315,0.059390243,0.059390243,0.059390243,242,191,169,8,7,7,2.086777,2.4973822,2.7869823,2.5,2.2857144,2.2857144,5.25,6.3076925,6.3846154,7.0,10.0,10.0
94963,MINNEAPOLIS FLYING CLOUD AIRPORT,MN,44.83088,-93.46711,6150,13,11,10,0,0,0,0.77207315,0.65329266,0.59390247,0.0,0.0,0.0,176,136,119,10,8,7,2.7556818,3.4926472,3.9831932,1.2,1.5,1.5714285,6.0,8.25,8.625,1.0,1.0,1.0
24029,SHERIDAN COUNTY AP,WY,44.76940666666666,-106.968815,6726,14,14,14,1,1,1,0.7602587,0.7602587,0.7602587,0.054304194,0.054304194,0.054304194,22,18,18,2,2,2,1.2727273,1.5555556,1.5555556,1.0,1.0,1.0,1.6666666,2.0,2.0,1.0,1.0,1.0
94846,CHICAGO OHARE INTL AP,IL,41.983396666666664,-87.93294666666667,6881,14,14,14,0,0,0,0.74313325,0.74313325,0.74313325,0.0,0.0,0.0,320,244,198,41,33,32,3.240625,4.2213116,5.181818,3.195122,3.8181818,3.90625,21.9,24.363636,22.307692,1.0,1.0,1.0
94014,WILLISTON SLOULIN FIELD INTL AP,ND,48.1738225,-103.6366175,5934,12,12,11,1,1,1,0.7386249,0.7386249,0.6770728,0.061552074,0.061552074,0.061552074,29,26,23,6,6,6,1.2068965,1.2692307,1.3478261,1.0,1.0,1.0,1.6,1.6666666,1.7142857,1.0,1.0,1.0
03975,POPLAR BLUFF MUNICIPAL AP,MO,36.7725,-90.32472,5936,12,12,12,1,1,1,0.738376,0.738376,0.738376,0.061531335,0.061531335,0.061531335,129,109,102,28,25,24,1.4651163,1.6605505,1.745098,1.3571428,1.44,1.5,2.857143,3.7142856,3.2222223,1.0,1.0,1.0
13740,RICHMOND INTL AP,VA,37.51151,-77.32344,6940,14,14,14,0,0,0,0.7368156,0.7368156,0.7368156,0.0,0.0,0.0,312,234,208,5,4,4,2.3141026,3.0769231,3.4471154,1.0,1.0,1.0,4.3846154,7.3846154,7.428571,1.0,1.0,1.0
93822,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AP,IL,39.8447,-89.6839,6940,14,14,14,0,0,0,0.7368156,0.7368156,0.7368156,0.0,0.0,0.0,225,184,163,12,10,10,2.057778,2.423913,2.6809816,1.0833334,1.1,1.1,5.625,5.6666665,5.3636365,1.0,1.0,1.0
13750,NORFOLK NAS,VA,36.93746,-76.28926,5510,11,10,10,1,1,1,0.72917426,0.66288567,0.66288567,0.06628857,0.06628857,0.06628857,197,159,138,1,1,1,1.8578681,2.289308,2.6376812,1.0,1.0,1.0,3.3333333,3.3333333,3.4,1.0,1.0,1.0
24036,LEWISTOWN MUNICIPAL AP,MT,47.049193999999986,-109.459574,6150,12,11,11,1,1,1,0.7126829,0.65329266,0.65329266,0.059390243,0.059390243,0.059390243,16,14,12,2,2,2,1.25,1.3571428,1.5833334,1.0,1.0,1.0,1.0,1.3333334,1.6666666,1.0,1.0,1.0
24062,WORLAND MUNICIPAL AP,WY,43.96583,-107.95083,6150,12,12,12,0,0,0,0.7126829,0.7126829,0.7126829,0.0,0.0,0.0,10,8,8,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
93810,CARBONDALE SOUTHERN ILLINOIS AP,IL,37.77972,-89.24972,6150,12,12,12,0,0,0,0.7126829,0.7126829,0.7126829,0.0,0.0,0.0,185,155,141,36,29,26,1.5945946,1.8129033,1.964539,1.6944444,1.7586207,1.9230769,3.125,3.5555556,3.4,1.0,1.0,1.0
12815,ORLANDO INTL AP,FL,28.4338975,-81.325,6940,13,13,13,1,1,1,0.68418586,0.68418586,0.68418586,0.052629683,0.052629683,0.052629683,116,105,101,6,6,6,1.4224138,1.5619048,1.6237624,1.3333334,1.3333334,1.3333334,2.8,3.2,3.1666667,2.0,2.0,2.0
14920,LA CROSSE MUNICIPAL AP,WI,43.878818,-91.252716,6940,13,12,12,0,0,0,0.68418586,0.6315562,0.6315562,0.0,0.0,0.0,127,107,97,3,3,3,2.3149607,2.7383177,3.0206184,1.0,1.0,1.0,3.4444444,3.8888888,4.4444447,1.0,1.0,1.0
94822,ROCKFORD GREATER ROCKFORD AP,IL,42.1927,-89.093,6940,13,12,12,0,0,0,0.68418586,0.6315562,0.6315562,0.0,0.0,0.0,216,177,154,28,28,26,2.125,2.5536723,2.9025974,1.7142857,1.7142857,1.7692307,4.0,5.181818,5.818182,1.0,1.0,1.0
14827,FORT WAYNE INTL AP,IN,40.9705,-85.2063,5875,11,10,10,1,1,1,0.68387234,0.62170213,0.62170213,0.06217021,0.06217021,0.06217021,200,156,134,16,13,12,1.95,2.4935896,2.8880596,1.9375,2.3846154,2.5833333,4.571429,5.6666665,6.0,5.0,11.0,11.0
14938,KIRKSVILLE REGIONAL AP,MO,40.09722,-92.54333,5936,11,11,11,1,1,1,0.67684466,0.67684466,0.67684466,0.061531335,0.061531335,0.061531335,95,74,69,3,2,2,1.4210526,1.7837838,1.9130435,1.0,1.5,1.5,1.375,2.375,2.5,1.0,1.0,1.0
94989,AMES MUNICIPAL AP,IA,41.9913625,-93.62018749999999,5936,11,10,10,0,0,0,0.67684466,0.61531335,0.61531335,0.0,0.0,0.0,164,133,114,22,19,17,2.8658535,3.5263157,4.114035,2.7272727,3.1052632,3.4705882,6.0,6.5555553,8.1,1.0,1.0,1.0
14778,WILLIAMSPORT LYCOMING COUNTY AP,PA,41.24295,-76.9218,6544,12,12,12,0,0,0,0.6697738,0.6697738,0.6697738,0.0,0.0,0.0,182,152,136,13,12,12,1.7472527,2.0921052,2.3382354,1.2307693,1.3333334,1.3333334,3.2857144,3.25,3.5555556,1.0,1.0,1.0
03953,JONESBORO MUNICIPAL AP,AR,35.83111,-90.64639,6059,11,11,11,1,1,1,0.6631045,0.6631045,0.6631045,0.060282227,0.060282227,0.060282227,177,133,123,18,13,13,1.6101695,1.9398496,2.0650406,1.3333334,1.5384616,1.5384616,2.4,3.2857144,3.625,3.0,3.0,3.0
24012,DICKINSON MUNICIPAL AP,ND,46.79941333333333,-102.79720666666667,2769,5,5,5,0,0,0,0.65953416,0.65953416,0.65953416,0.0,0.0,0.0,21,19,16,5,5,5,1.1904762,1.2105263,1.3125,1.0,1.0,1.0,1.0,1.0,1.6666666,1.0,1.0,1.0
13942,MONROE REGIONAL AP,LA,32.51553,-92.04052999999999,6120,11,11,11,3,3,3,0.6564951,0.6564951,0.6564951,0.17904411,0.17904411,0.17904411,206,164,147,22,21,19,1.7427185,2.1707318,2.4081633,1.5,1.5238096,1.6315789,2.875,4.5,5.2222223,1.5,1.5,1.5
24013,MINOT INTL AP,ND,48.2552,-101.2733,6150,11,11,11,0,0,0,0.65329266,0.65329266,0.65329266,0.0,0.0,0.0,24,21,21,7,5,5,1.375,1.4761904,1.4761904,1.7142857,2.0,2.0,1.0,1.3333334,1.2,1.0,1.0,1.0
24137,CUT BANK MUNICIPAL AP,MT,48.6033,-112.3752,6150,11,10,10,0,0,0,0.65329266,0.59390247,0.59390247,0.0,0.0,0.0,7,6,5,2,1,1,1.2857143,1.5,1.8,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
53123,LAS VEGAS AIR TERMINAL,NV,36.21167,-115.19583,6150,11,10,10,0,0,0,0.65329266,0.59390247,0.59390247,0.0,0.0,0.0,5,5,5,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
53802,MATTOON CHARLESTON COLES COUNTY AP,IL,39.47683,-88.27763666666668,6150,11,11,11,0,0,0,0.65329266,0.65329266,0.65329266,0.0,0.0,0.0,157,131,116,14,12,11,1.8280255,2.1221373,2.3448277,1.8571428,1.9166666,2.0,3.8888888,5.111111,5.3333335,1.0,1.0,1.0
93808,BOWLING GREEN WARREN COUNTY AP,KY,36.9647,-86.42379999999999,6150,11,11,11,0,0,0,0.65329266,0.65329266,0.65329266,0.0,0.0,0.0,213,171,154,13,11,11,2.084507,2.5847952,2.8701298,1.5384616,1.7272727,1.7272727,4.1,4.9,5.0,1.0,1.0,1.0
94895,MUNCIE DELAWARE COUNTY AP,IN,40.23417,-85.39361,6150,11,10,10,0,0,0,0.65329266,0.59390247,0.59390247,0.0,0.0,0.0,193,159,136,19,19,18,1.849741,2.2264152,2.5882354,1.6315789,1.6315789,1.7222222,1.6666666,2.1666667,2.5714285,1.0,1.0,1.0
13741,ROANOKE REGIONAL AP,VA,37.31692666666667,-79.97414666666667,6758,12,12,12,2,2,2,0.64856464,0.64856464,0.64856464,0.10809411,0.10809411,0.10809411,386,305,260,18,15,14,1.7357513,2.1737704,2.5346153,1.6111112,1.8,1.9285715,4.5,6.2,6.2727275,5.0,6.0,6.0
13968,TULSA INTL AP,OK,36.19941333333333,-95.88720666666667,6940,12,12,11,1,1,1,0.6315562,0.6315562,0.5789265,0.052629683,0.052629683,0.052629683,306,240,216,65,59,58,2.0882354,2.6541667,2.949074,1.7538462,1.9152542,1.9482758,5.6363635,7.181818,8.2,6.0,6.0,6.0
93820,LEXINGTON BLUEGRASS AP,KY,38.04080749999999,-84.6058075,6940,12,11,10,0,0,0,0.6315562,0.5789265,0.52629685,0.0,0.0,0.0,335,257,206,17,16,16,2.0179105,2.6264591,3.2718446,1.4117647,1.5,1.5,4.3636365,5.6363635,6.7,1.0,1.0,1.0
93730,ATLANTIC CITY INTL AP,NJ,39.45202,-74.56699,3501,6,6,6,1,1,1,0.625964,0.625964,0.625964,0.104327336,0.104327336,0.104327336,65,57,52,7,5,5,1.4461539,1.5614035,1.6730769,1.2857143,1.2,1.2,3.0,2.3333333,2.6666667,1.0,1.0,1.0
04850,LIMA ALLEN COUNTY AP,OH,40.70833,-84.02667,2344,4,4,4,1,1,1,0.6232935,0.6232935,0.6232935,0.15582338,0.15582338,0.15582338,82,68,59,7,7,7,1.6097561,1.9264706,2.20339,1.5714285,1.5714285,1.5714285,1.5,2.5,2.3333333,1.0,1.0,1.0
93985,MINERAL WELLS AP,TX,32.781634999999994,-98.06024,5905,10,10,10,1,1,1,0.6185436,0.6185436,0.6185436,0.061854362,0.061854362,0.061854362,77,70,66,6,6,6,1.3896104,1.5142857,1.6060606,1.6666666,1.6666666,1.6666666,2.25,2.0,2.6666667,1.0,1.0,1.0
93005,DURANGO LA PLATA COUNTY AP,CO,37.14307333333333,-107.76007666666665,5906,10,9,9,1,1,1,0.6184389,0.55659497,0.55659497,0.061843887,0.061843887,0.061843887,2,2,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24133,BURLEY MUNICIPAL AP,ID,42.5416175,-113.7661025,5936,10,10,10,1,1,1,0.61531335,0.61531335,0.61531335,0.061531335,0.061531335,0.061531335,29,22,16,3,2,2,1.9310344,1.7727273,2.125,3.3333333,3.0,3.0,1.6666666,1.6666666,1.6666666,1.0,1.0,1.0
93069,CORTEZ MONTEZUMA COUNTY AP,CO,37.3050275,-108.6269625,5936,10,8,8,0,0,0,0.61531335,0.49225068,0.49225068,0.0,0.0,0.0,3,3,3,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
94967,PARK RAPIDS MUNICIPAL AP,MN,46.90056,-95.06778,5936,10,10,10,0,0,0,0.61531335,0.61531335,0.61531335,0.0,0.0,0.0,64,56,51,14,13,12,1.546875,1.7678572,1.9411764,1.7142857,1.8461539,2.0,2.8,3.0,3.0,1.0,1.0,1.0
94991,LAMONI MUNICIPAL AP,IA,40.63224,-93.90156,5936,10,9,9,0,0,0,0.61531335,0.553782,0.553782,0.0,0.0,0.0,66,60,55,10,10,9,1.560606,1.7,1.8545455,1.2,1.2,1.3333334,1.3333334,1.3333334,1.25,1.0,1.0,1.0
03998,PARSONS TRI CITY AP,KS,37.32778,-95.50417,5938,10,9,9,1,1,1,0.6151061,0.5535955,0.5535955,0.06151061,0.06151061,0.06151061,167,131,115,34,26,24,1.8143712,2.2748091,2.5913043,1.2941177,1.5384616,1.6666666,3.75,4.0,4.0,1.0,1.0,1.0
22010,DEL RIO INTERNATIONAL AP,TX,29.378006666666664,-100.92716666666666,6665,11,11,11,1,1,1,0.6028132,0.6028132,0.6028132,0.0548012,0.0548012,0.0548012,17,16,15,1,1,1,1.2352941,1.3125,1.4,1.0,1.0,1.0,2.3333333,2.0,2.25,1.0,1.0,1.0
23194,WINSLOW MUNICIPAL AP,AZ,35.028092,-110.720806,6726,11,11,11,0,0,0,0.5973461,0.5973461,0.5973461,0.0,0.0,0.0,3,3,3,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
03184,PHOENIX DEER VALLEY MUNICIPAL AP,AZ,33.68833,-112.08167,6150,10,10,10,0,0,0,0.59390247,0.59390247,0.59390247,0.0,0.0,0.0,191,139,126,41,30,28,1.8638743,2.3165467,2.4761906,1.2439024,1.4666667,1.5,7.0,8.0,5.75,1.0,1.0,1.0
03887,DECATUR AP,IL,39.83444,-88.86556,6150,10,8,7,0,0,0,0.59390247,0.47512195,0.4157317,0.0,0.0,0.0,168,131,114,12,11,11,1.8690476,2.2290077,2.508772,1.1666666,1.0909091,1.0909091,5.571429,6.0,6.3333335,1.0,1.0,1.0
12854,ORLANDO SANFORD AP,FL,28.77972,-81.24361,6150,10,10,10,2,2,2,0.59390247,0.59390247,0.59390247,0.11878049,0.11878049,0.11878049,108,99,94,3,3,3,1.4166666,1.5353535,1.6170213,1.3333334,1.3333334,1.3333334,4.3333335,3.8,3.5,1.0,1.0,1.0
12894,FORT MYERS SW FLORIDA REGIONAL AP,FL,26.53611,-81.755,6150,10,9,9,0,0,0,0.59390247,0.5345122,0.5345122,0.0,0.0,0.0,32,31,29,2,2,2,1.4375,1.483871,1.5862069,1.5,1.5,1.5,4.0,4.0,4.0,1.0,1.0,1.0
13833,HATTIESBURG CHAIN MUNICIPAL AP,MS,31.28194,-89.25306,6150,10,9,9,0,0,0,0.59390247,0.5345122,0.5345122,0.0,0.0,0.0,293,236,210,13,13,11,1.665529,2.0338984,2.2619047,1.4615384,1.4615384,1.5454545,3.0,2.3333333,2.4,1.0,1.0,1.0
14762,PITTSBURGH ALLEGHENY COUNTY AP,PA,40.35472,-79.92167,6150,10,9,8,3,2,1,0.59390247,0.5345122,0.47512195,0.17817073,0.11878049,0.059390243,416,297,234,8,8,8,2.9447114,4.124579,5.2350426,1.375,1.375,1.375,12.6,11.0,12.0,1.0,1.0,1.0
14835,LAFAYETTE PURDUE UNIVERSITY AP,IN,40.41222,-86.93694,6150,10,10,10,0,0,0,0.59390247,0.59390247,0.59390247,0.0,0.0,0.0,195,152,134,22,21,19,1.8564103,2.368421,2.6716418,1.1363636,1.1904762,1.2631578,3.0,3.0,4.375,1.0,1.0,1.0
53869,BLYTHEVILLE MUNICIPAL AP,AR,35.94028,-89.83083,6150,10,10,10,1,1,1,0.59390247,0.59390247,0.59390247,0.059390243,0.059390243,0.059390243,155,131,111,11,10,9,1.4580646,1.6335878,1.8918918,1.2727273,1.3,1.3333334,2.1666667,2.0,2.4285715,1.0,1.0,1.0
93953,MUSKOGEE DAVIS FIELD,OK,35.65667,-95.36139,6150,10,9,9,2,2,2,0.59390247,0.5345122,0.5345122,0.11878049,0.11878049,0.11878049,150,130,119,34,33,33,1.5533333,1.7846154,1.9495798,1.6470588,1.6969697,1.6969697,2.3333333,2.3333333,2.6666667,1.0,1.0,1.0
94178,TWIN FALLS SUN VALLEY REGIONAL AP,ID,42.48194,-114.48694,6150,10,10,10,0,0,0,0.59390247,0.59390247,0.59390247,0.0,0.0,0.0,18,14,13,2,2,2,1.2222222,1.2142857,1.2307693,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
13997,VICHY ROLLA NATIONAL AP,MO,38.1318,-91.76461,3744,6,6,6,0,0,0,0.58533657,0.58533657,0.58533657,0.0,0.0,0.0,99,87,74,4,4,4,1.4444444,1.6436782,1.9324324,1.25,1.25,1.25,2.0,2.0,2.5,1.0,1.0,1.0
24127,SALT LAKE CITY INTL AP,UT,40.77809,-111.96941,6909,11,11,11,1,1,1,0.5815241,0.5815241,0.5815241,0.052865826,0.052865826,0.052865826,48,40,36,11,8,7,1.3541666,1.575,1.75,1.0909091,1.375,1.5714285,1.0,2.0,2.0,1.0,1.0,1.0
12916,NEW ORLEANS INTL AP,LA,29.99450333333333,-90.25990333333334,6940,11,10,10,2,2,2,0.5789265,0.52629685,0.52629685,0.10525937,0.10525937,0.10525937,122,111,107,6,6,6,1.4754099,1.6216216,1.6728972,1.6666666,1.6666666,1.6666666,5.25,4.8,4.3333335,1.0,1.0,1.0
12917,PORT ARTHUR SE TX REGIONAL AP,TX,29.95056,-94.02056,6940,11,8,8,0,0,0,0.5789265,0.42103747,0.42103747,0.0,0.0,0.0,81,74,73,3,3,3,1.3333334,1.4594594,1.479452,1.0,1.0,1.0,1.5,3.3333333,3.3333333,1.0,1.0,1.0
13891,KNOXVILLE MCGHEE TYSON AP,TN,35.81807,-83.98577666666667,6940,11,10,10,0,0,0,0.5789265,0.52629685,0.52629685,0.0,0.0,0.0,494,373,310,47,36,32,1.7611336,2.238606,2.6483872,1.468085,1.6944444,1.8125,4.0,3.8888888,4.111111,1.0,1.0,1.0
13893,MEMPHIS INTERNATIONAL AP,TN,35.056397499999996,-89.9864475,6940,11,10,10,0,0,0,0.5789265,0.52629685,0.52629685,0.0,0.0,0.0,269,211,181,28,21,19,1.6505576,1.9146919,2.1767955,1.6071428,1.7619047,1.7894737,3.6666667,2.5,3.2222223,1.0,1.0,1.0
14842,PEORIA GREATER PEORIA AP,IL,40.6675,-89.68389833333333,6940,11,11,11,0,0,0,0.5789265,0.5789265,0.5789265,0.0,0.0,0.0,252,192,167,9,8,7,2.1904762,2.7552083,3.1317365,2.1111112,2.375,2.7142856,9.0,8.375,9.0,1.0,1.0,1.0
14891,MANSFIELD LAHM MUNICIPAL AP,OH,40.820352,-82.51779199999999,6940,11,11,11,0,0,0,0.5789265,0.5789265,0.5789265,0.0,0.0,0.0,306,234,185,5,4,4,1.6535947,2.1196582,2.6540542,1.0,1.0,1.0,1.75,2.4285715,3.0,1.0,1.0,1.0
94847,DETROIT METROPOLITAN AP,MI,42.2313,-83.3308,6940,11,11,11,1,1,1,0.5789265,0.5789265,0.5789265,0.052629683,0.052629683,0.052629683,281,213,182,13,12,12,2.3843417,3.140845,3.6758242,1.2307693,1.25,1.25,4.6666665,5.571429,7.75,1.0,1.0,1.0
53911,TERRELL MUNICIPAL AP,TX,32.71,-96.26722,5816,9,9,8,0,0,0,0.565208,0.565208,0.50240713,0.0,0.0,0.0,100,84,76,12,9,8,1.41,1.6428572,1.7894737,1.4166666,1.6666666,1.75,2.3333333,1.8,1.6666666,1.0,1.0,1.0
13754,HAVELOCK CHERRY POINT MCAS,NC,34.9,-76.88333,2619,4,4,4,1,1,1,0.5578465,0.5578465,0.5578465,0.13946162,0.13946162,0.13946162,45,36,35,3,3,3,1.7333333,2.1666667,2.2285714,1.3333334,1.3333334,1.3333334,8.5,7.0,7.0,1.0,1.0,1.0
53913,GUTHRIE MUNICIPAL AP,OK,35.850989999999996,-97.41488,5905,9,7,7,0,0,0,0.55668926,0.43298054,0.43298054,0.0,0.0,0.0,119,108,102,9,9,9,1.3529412,1.4907408,1.5784314,1.1111112,1.1111112,1.1111112,1.6666666,3.3333333,3.3333333,1.0,1.0,1.0
12935,PALACIOS MUNICIPAL AP,TX,28.72472,-96.25361,5936,9,9,9,2,2,2,0.553782,0.553782,0.553782,0.12306267,0.12306267,0.12306267,16,13,13,1,1,1,1.125,1.3846154,1.3846154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13896,MUSCLE SHOALS REGIONAL AP,AL,34.7441,-87.5997,5936,9,9,9,0,0,0,0.553782,0.553782,0.553782,0.0,0.0,0.0,341,268,228,24,24,21,2.5278592,3.074627,3.5526316,1.25,1.25,1.3809524,8.0,8.333333,8.875,1.0,1.0,1.0
14931,BURLINGTON MUNICIPAL AP,IA,40.78333,-91.12528,5936,9,8,8,1,1,1,0.553782,0.49225068,0.49225068,0.061531335,0.061531335,0.061531335,143,119,105,22,19,19,2.006993,2.3865547,2.695238,1.6818181,1.8421053,1.8421053,2.4285715,2.8333333,3.8333333,1.0,1.0,1.0
03820,AUGUSTA BUSH FIELD AP,GA,33.36442666666667,-81.96332,6697,10,10,10,0,0,0,0.54539347,0.54539347,0.54539347,0.0,0.0,0.0,317,258,224,32,26,25,1.7665615,2.1124032,2.3705356,1.46875,1.6153846,1.64,3.3333333,2.8,3.1,1.0,1.0,1.0
13866,CHARLESTON YEAGER AP,WV,38.3794,-81.59,6727,10,10,10,3,3,3,0.5429612,0.5429612,0.5429612,0.16288836,0.16288836,0.16288836,211,165,147,12,12,12,2.0663507,2.6242423,2.9387755,1.0,1.0,1.0,5.25,6.375,6.75,1.0,1.0,1.0
53909,FORT WORTH ALLIANCE AP,TX,32.97333,-97.31806,6089,9,9,9,0,0,0,0.539867,0.539867,0.539867,0.0,0.0,0.0,204,169,152,26,23,22,2.1176472,2.52071,2.7960527,2.1538463,2.3913043,2.5,6.25,5.0,5.1666665,1.0,1.0,1.0
12904,HARLINGEN RIO GRANDE VALLEY INTL AP,TX,26.22806,-97.65417,6120,9,8,8,1,1,1,0.5371324,0.47745097,0.47745097,0.05968137,0.05968137,0.05968137,49,40,38,7,7,7,1.4081633,1.675,1.7368422,1.2857143,1.2857143,1.2857143,2.75,2.8,2.5,1.0,1.0,1.0
03868,TERRE HAUTE HULMAN REGIONAL AP,IN,39.45194,-87.30889,6150,9,9,9,0,0,0,0.5345122,0.5345122,0.5345122,0.0,0.0,0.0,173,141,121,9,9,9,1.7745665,2.141844,2.479339,1.7777778,1.7777778,1.7777778,4.0,4.1666665,4.428571,1.0,1.0,1.0
03960,CAHOKIA ST LOUIS DOWNTOWN AP,IL,38.57139,-90.15722,6150,9,9,9,0,0,0,0.5345122,0.5345122,0.5345122,0.0,0.0,0.0,280,219,190,19,19,18,2.1285715,2.6392694,3.0157895,1.8421053,1.8421053,1.8888888,3.8333333,4.428571,4.5,1.0,1.0,1.0
03967,OLATHE JOHNSON COUNTY EXECUTIVE AP,KS,38.84999,-94.73927666666667,6150,9,9,8,0,0,0,0.5345122,0.5345122,0.47512195,0.0,0.0,0.0,216,166,150,32,27,26,2.7129629,3.4759035,3.84,1.65625,1.8518518,1.9230769,6.75,8.5,10.5,1.0,1.0,1.0
04845,KENOSHA REGIONAL AP,WI,42.595,-87.93806,6150,9,9,9,0,0,0,0.5345122,0.5345122,0.5345122,0.0,0.0,0.0,157,121,110,24,20,20,2.057325,2.553719,2.8,1.5416666,1.65,1.65,3.75,4.625,4.75,1.0,1.0,1.0
13904,AUSTIN BERGSTROM INTL AP,TX,30.183086666666668,-97.67993333333334,6150,9,9,9,1,1,1,0.5345122,0.5345122,0.5345122,0.059390243,0.059390243,0.059390243,108,91,78,23,19,18,1.7314814,2.054945,2.371795,1.3478261,1.6315789,1.7222222,5.0,5.5,4.857143,1.0,1.0,1.0
14894,WHEELING OHIO COUNTY AP,WV,40.17639,-80.64722,6150,9,8,8,0,0,0,0.5345122,0.47512195,0.47512195,0.0,0.0,0.0,274,206,174,3,3,2,2.3175182,3.0776699,3.637931,1.0,1.0,1.5,7.5,8.0,6.75,1.0,1.0,1.0
14991,EAU CLAIRE REGIONAL AP,WI,44.866242,-91.487334,6150,9,9,9,0,0,0,0.5345122,0.5345122,0.5345122,0.0,0.0,0.0,104,87,83,6,5,5,1.7019231,2.0,2.0843372,1.0,1.0,1.0,1.0,1.0,2.25,1.0,1.0,1.0
23090,FARMINGTON FOUR CORNERS REGIONAL AP,NM,36.743586666666666,-108.22921666666666,6150,9,7,6,0,0,0,0.5345122,0.4157317,0.35634145,0.0,0.0,0.0,7,4,4,3,1,1,1.1428572,1.5,1.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
54737,LANCASTER AIRPORT,PA,40.12028,-76.29444,6150,9,9,9,0,0,0,0.5345122,0.5345122,0.5345122,0.0,0.0,0.0,368,274,237,16,15,15,2.076087,2.740876,3.164557,1.25,1.2666667,1.2666667,2.3333333,3.4444444,3.6666667,1.0,1.0,1.0
