wban_id,name,state,lat,lon,ndays,nhours_with_gusts,nfourhours_with_gusts,ndays_with_gusts,nhours_with_sig_gusts,nfourhours_with_sig_gusts,ndays_with_sig_gusts,gust_hours_per_year,gust_fourhours_per_year,gust_days_per_year,sig_gust_hours_per_year,sig_gust_fourhours_per_year,sig_gust_days_per_year,nhours_with_est_reports,nfourhours_with_est_reports,ndays_with_est_reports,nhours_with_est_sig_reports,nfourhours_with_est_sig_reports,ndays_with_est_sig_reports,mean_est_reports_in_hours_with_est_reports,mean_est_reports_in_fourhours_with_est_reports,mean_est_reports_in_convective_days_with_est_reports,mean_est_sig_reports_in_hours_with_est_sig_reports,mean_est_sig_reports_in_fourhours_with_est_sig_reports,mean_est_sig_reports_in_convective_days_with_est_sig_reports,mean_est_reports_in_report_hours_with_gusts,mean_est_reports_in_report_fourhours_with_gusts,mean_est_reports_in_report_convective_days_with_gusts,mean_est_sig_reports_in_report_hours_with_sig_gusts,mean_est_sig_reports_in_report_fourhours_with_sig_gusts,mean_est_sig_reports_in_report_convective_days_with_sig_gusts
94037,BUFFALO (ASOS),SD,45.604294,-103.546996,6028,79,69,65,8,8,8,4.7867866,4.1808643,3.9384954,0.4847379,0.4847379,0.4847379,76,62,59,3,2,2,1.2894737,1.548387,1.6271186,1.3333334,2.0,2.0,1.0769231,1.1538461,1.5,1.0,1.0,3.0
93997,RUSSELL MUNICIPAL AP,KS,38.87491,-98.80920666666667,6150,72,65,59,11,11,10,4.276098,3.8603659,3.5040245,0.65329266,0.65329266,0.59390247,160,125,113,22,20,20,1.63125,2.064,2.283186,1.2272727,1.3,1.3,1.8461539,2.2333333,3.0,1.0,1.5,1.25
03013,LAMAR MUNICIPAL AP,CO,38.070593333333335,-102.68786333333333,6150,70,60,56,3,3,3,4.157317,3.5634146,3.3258536,0.17817073,0.17817073,0.17817073,22,21,21,2,2,2,1.2272727,1.2380953,1.2380953,1.0,1.0,1.0,1.1666666,1.5714285,1.5,1.0,1.0,1.0
03026,BURLINGTON CARSON AP,CO,39.24472,-102.28417,5936,67,59,54,3,3,3,4.1225996,3.6303487,3.3226922,0.184594,0.184594,0.184594,66,60,59,23,22,22,1.3030303,1.4333333,1.4576272,1.3043479,1.3636364,1.3636364,1.125,1.5555556,1.4545455,1.0,1.0,1.0
23064,GARDEN CITY REGIONAL AP,KS,37.92722,-100.72472,6150,67,55,51,6,4,4,3.9791462,3.2664635,3.0289025,0.35634145,0.23756097,0.23756097,141,123,108,52,47,43,1.6595745,1.902439,2.1666667,1.5769231,1.7446809,1.9069767,2.0384614,2.3448277,2.6451614,1.3333334,2.0,2.0
94056,FAITH MUNICIPAL AP,SD,45.032601,-102.01999,3379,35,30,30,3,3,3,3.783294,3.2428234,3.2428234,0.32428232,0.32428232,0.32428232,49,43,38,3,3,3,1.2857143,1.4651163,1.6315789,1.0,1.0,1.0,1.4166666,1.8125,1.9411764,1.0,1.0,1.0
23067,LA JUNTA MUNICIPAL AP,CO,38.04949,-103.51335,6150,62,60,60,1,1,1,3.6821952,3.5634146,3.5634146,0.059390243,0.059390243,0.059390243,23,23,21,4,4,4,1.0434783,1.0434783,1.1428572,1.0,1.0,1.0,1.0,1.0,1.2857143,1.0,1.0,1.0
23065,GOODLAND RENNER FIELD,KS,39.36833666666667,-101.69506666666668,6726,63,55,52,3,3,3,3.421164,2.9867306,2.823818,0.16291258,0.16291258,0.16291258,136,118,111,38,35,35,1.5220588,1.7457627,1.8558558,1.5526316,1.6571429,1.6571429,2.65,2.7142856,2.925926,2.5,2.5,3.0
94040,MCCOOK MUNICIPAL AP,NE,40.20639,-100.59139,5936,54,49,47,2,2,2,3.3226922,3.0150354,2.8919728,0.12306267,0.12306267,0.12306267,83,69,68,28,23,23,1.3855422,1.6521739,1.6764706,1.1071428,1.3043479,1.3043479,2.0769231,2.1764705,2.0526316,1.0,1.0,1.0
24090,RAPID CITY REGIONAL AP,SD,44.0439425,-103.05381,6940,59,50,48,4,4,4,3.1051514,2.631484,2.5262249,0.21051873,0.21051873,0.21051873,158,131,121,12,11,11,1.3797468,1.6564885,1.7933885,1.0,1.0909091,1.0909091,2.0,2.3529413,2.3,1.0,1.0,1.0
24030,SIDNEY MUNICIPAL AP,NE,41.10069333333333,-102.98524666666667,5936,49,44,41,5,5,5,3.0150354,2.7073786,2.5227847,0.30765668,0.30765668,0.30765668,45,42,40,4,4,4,1.2888889,1.3809524,1.45,1.25,1.25,1.25,1.125,1.2,1.1818181,1.0,1.0,1.0
24017,CHADRON MUNICIPAL AP,NE,42.83746666666667,-103.09622,5936,47,42,39,5,5,5,2.8919728,2.584316,2.399722,0.30765668,0.30765668,0.30765668,48,43,41,1,1,1,1.3125,1.4651163,1.5365853,1.0,1.0,1.0,1.7142857,1.875,1.9,1.0,1.0,1.0
93010,LIMON,CO,39.27444,-103.66645666666666,5936,47,39,36,2,2,2,2.8919728,2.399722,2.215128,0.12306267,0.12306267,0.12306267,13,13,12,2,2,2,1.1538461,1.1538461,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93990,HILL CITY MUNICIPAL AP,KS,39.37508,-99.82977,5936,47,40,37,6,5,5,2.8919728,2.4612534,2.2766593,0.369188,0.30765668,0.30765668,93,80,75,30,26,26,1.3118279,1.4875,1.5866667,1.2333333,1.3461539,1.3461539,1.6153846,2.0,2.1,2.0,2.0,2.0
24150,LIVINGSTON MISSION FIELD,MT,45.698299999999996,-110.44080000000001,3684,28,26,26,2,2,2,2.7760587,2.5777688,2.5777688,0.1982899,0.1982899,0.1982899,4,4,4,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
23047,AMARILLO INTERNATIONAL AIRPORT,TX,35.2295,-101.7042,6940,52,44,39,6,4,3,2.7367435,2.315706,2.0525577,0.3157781,0.21051873,0.15788905,145,122,109,24,22,22,2.2344828,2.6393442,2.9541285,2.2916667,2.4545455,2.4545455,3.9,4.3636365,5.142857,4.0,4.0,4.0
03028,SPRINGFIELD COMANCHE NATIONAL GRASSLAND,CO,37.28346,-102.613784,5235,39,32,30,3,3,3,2.7210603,2.2326648,2.0931232,0.20931232,0.20931232,0.20931232,14,14,13,6,6,6,1.2857143,1.2857143,1.3846154,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0
24032,VALENTINE MILLER FIELD,NE,42.878305999999995,-100.55,6726,50,39,34,7,7,7,2.7152097,2.1178634,1.8463426,0.38012934,0.38012934,0.38012934,82,69,64,12,10,10,1.2317073,1.4492754,1.5625,1.3333334,1.6,1.6,1.0833334,1.9230769,2.1333334,1.0,4.0,3.0
23048,TUCUMCARI MUNICIPAL AP,NM,35.18222,-103.60306,5936,44,42,41,2,2,2,2.7073786,2.584316,2.5227847,0.12306267,0.12306267,0.12306267,24,22,19,0,0,0,1.125,1.1818181,1.2631578,NaN,NaN,NaN,1.2,1.1666666,1.3333334,NaN,NaN,NaN
03919,SALINA MUNICIPAL AP,KS,38.79332,-97.64814666666666,6150,45,39,38,4,4,4,2.672561,2.3162196,2.2568293,0.23756097,0.23756097,0.23756097,139,112,103,21,19,18,1.6546763,2.017857,2.1941748,1.2857143,1.3684211,1.4444444,2.6923077,3.2857144,3.1052632,2.0,2.0,2.0
24015,AKRON WASHINGTON COUNTY AP,CO,40.16667,-103.21667,5936,43,40,35,5,5,5,2.6458473,2.4612534,2.1535966,0.30765668,0.30765668,0.30765668,41,34,32,13,11,11,1.195122,1.4117647,1.5,1.3846154,1.6363636,1.6363636,1.0909091,1.4,1.7777778,1.0,1.0,1.0
93058,PUEBLO MEMORIAL AP,CO,38.289802,-104.49978399999998,6940,48,43,40,5,5,5,2.5262249,2.2630763,2.1051874,0.26314843,0.26314843,0.26314843,26,23,23,5,4,4,1.1153846,1.2608696,1.2608696,1.2,1.5,1.5,1.0,1.4,1.5,1.0,1.0,1.0
24021,LANDER HUNT FIELD AP,WY,42.816445,-108.72694249999999,6726,46,38,36,1,1,1,2.4979928,2.0635593,1.9549509,0.054304194,0.054304194,0.054304194,16,16,15,0,0,0,1.125,1.125,1.1333333,NaN,NaN,NaN,1.3333334,1.2,1.2,NaN,NaN,NaN
24027,ROCK SPRINGS SWEETWATER COUNTY AP,WY,41.59441,-109.05704666666666,6150,42,41,40,1,1,1,2.4943902,2.435,2.3756099,0.059390243,0.059390243,0.059390243,5,5,4,1,1,1,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24091,IMPERIAL MUNICIPAL AP,NE,40.51,-101.62,6150,41,36,35,1,1,1,2.435,2.138049,2.0786586,0.059390243,0.059390243,0.059390243,79,72,66,14,14,14,1.278481,1.4027778,1.530303,1.1428572,1.1428572,1.1428572,1.6666666,1.6666666,1.7,1.0,1.0,1.0
24024,PHILIP AIRPORT,SD,44.05111,-101.60111,5936,39,38,36,3,3,3,2.399722,2.3381908,2.215128,0.184594,0.184594,0.184594,72,60,55,7,7,7,1.3194444,1.5833334,1.7272727,1.1428572,1.1428572,1.1428572,1.1111112,1.3636364,1.3636364,1.0,1.0,1.0
14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,40.96119,-98.31345999999999,6940,45,40,37,5,5,5,2.3683357,2.1051874,1.9472983,0.26314843,0.26314843,0.26314843,125,108,91,22,20,18,1.536,1.7314814,2.0219781,1.3181819,1.4,1.3888888,2.4666667,2.7142856,2.6363637,2.3333333,2.3333333,2.3333333
13967,OKLAHOMA CITY WILL ROGERS WORLD AP,OK,35.3889,-97.6006,3745,24,22,21,2,2,2,2.340721,2.1456609,2.0481308,0.19506007,0.19506007,0.19506007,154,129,111,24,21,20,1.8636364,2.2170544,2.5765765,1.5833334,1.7619047,1.85,3.6666667,4.8333335,5.2222223,1.0,3.0,3.0
03932,CLINTON SHERMAN AP,OK,35.35110666666666,-99.20289333333334,6150,39,32,28,6,5,4,2.3162196,1.9004878,1.6629268,0.35634145,0.29695123,0.23756097,70,63,59,8,8,8,1.3428571,1.4920635,1.5932204,1.25,1.25,1.25,2.2,2.0,2.0,1.0,1.0,1.0
93986,HOBART MUNICIPAL AP,OK,34.98942,-99.0525,5844,37,34,30,2,2,2,2.3125,2.125,1.875,0.125,0.125,0.125,60,55,49,9,9,8,1.3333334,1.4545455,1.6122448,1.1111112,1.1111112,1.125,1.6666666,2.142857,2.375,1.0,1.0,1.0
94949,HASTINGS MUNICIPAL AP,NE,40.60181333333333,-98.42627333333333,5936,37,30,27,7,6,6,2.2766593,1.84594,1.6613461,0.43071935,0.369188,0.369188,135,114,98,25,22,17,1.637037,1.877193,2.142857,1.52,1.6363636,1.9411764,3.0625,3.6666667,3.764706,2.0,2.3333333,2.6666667
13966,WICHITA FALLS MUNICIPAL AP,TX,33.9786025,-98.492795,6911,43,41,39,2,2,2,2.2725728,2.1668715,2.0611706,0.10570106,0.10570106,0.10570106,99,83,78,9,9,9,1.4444444,1.7108433,1.8205128,1.6666666,1.6666666,1.6666666,1.3125,1.4210526,1.6521739,1.0,1.0,1.0
03957,MEDICINE LODGE,KS,37.2839,-98.5528,6150,38,32,32,1,1,1,2.2568293,1.9004878,1.9004878,0.059390243,0.059390243,0.059390243,106,91,82,28,24,22,1.4150944,1.6483517,1.8292683,1.25,1.4583334,1.5909091,1.8,1.75,2.3076923,1.0,1.0,1.0
23007,CHILDRESS MUNICIPAL AP,TX,34.427204,-100.283092,6150,38,35,34,4,4,4,2.2568293,2.0786586,2.0192683,0.23756097,0.23756097,0.23756097,51,46,45,9,7,7,1.0392157,1.1086956,1.1333333,1.0,1.1428572,1.1428572,1.0,1.2,1.375,1.0,1.0,1.0
24057,RAWLINS MUNICIPAL AP,WY,41.803336,-107.19983200000001,5936,36,35,35,0,0,0,2.215128,2.1535966,2.1535966,0.0,0.0,0.0,3,3,3,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
03027,CLINES CORNERS,NM,35.003027,-105.662781,6150,37,31,28,5,3,3,2.197439,1.8410976,1.6629268,0.29695123,0.17817073,0.17817073,10,9,9,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13985,DODGE CITY REGIONAL AP,KS,37.7686,-99.9678,6330,38,37,34,1,1,1,2.1926541,2.1349525,1.9618484,0.05770142,0.05770142,0.05770142,173,149,131,67,63,58,1.6416185,1.9060403,2.167939,1.5223881,1.6190476,1.7586207,2.4117646,2.8,2.9583333,1.0,1.0,1.0
93042,DALHART MUNICIPAL AP,TX,36.0167,-102.55,5387,32,30,28,2,2,1,2.1696677,2.0340636,1.8984592,0.13560423,0.13560423,0.06780212,28,27,26,4,4,4,1.3571428,1.4074074,1.4615384,1.25,1.25,1.25,2.0,2.0,2.0,1.0,1.0,1.0
24037,MILES CITY F WILEY FIELD,MT,46.42661400000001,-105.88249999999998,5571,33,31,31,6,6,6,2.1635702,2.0324447,2.0324447,0.3933764,0.3933764,0.3933764,21,20,19,8,8,8,1.3333334,1.4,1.4736842,1.75,1.75,1.75,1.4,1.4,1.75,1.0,1.0,2.0
24023,NORTH PLATTE REGIONAL AP,NE,41.121317999999995,-100.669408,6606,39,33,29,3,3,3,2.156335,1.8245913,1.6034287,0.16587193,0.16587193,0.16587193,114,100,89,12,12,12,1.7982457,2.05,2.3033707,1.3333334,1.3333334,1.3333334,3.1666667,3.4210527,3.9444444,1.0,1.0,1.0
24025,PIERRE REGIONAL AP,SD,44.38131800000001,-100.28551200000001,5936,35,31,31,1,1,1,2.1535966,1.9074714,1.9074714,0.061531335,0.061531335,0.061531335,44,40,37,8,8,8,1.4772727,1.625,1.7567568,1.375,1.375,1.375,1.9230769,2.1538463,2.5714285,1.0,1.0,1.0
24048,GREYBULL SOUTH BIG HORN COUNTY AP,WY,44.51694,-108.08222,6150,36,33,33,3,3,3,2.138049,1.9598781,1.9598781,0.17817073,0.17817073,0.17817073,11,10,10,3,3,3,1.4545455,1.6,1.6,1.3333334,1.3333334,1.3333334,1.4,2.0,2.0,1.0,1.0,1.0
94054,BUFFALO JOHNSON COUNTY AP,WY,44.38139,-106.72111,3590,21,21,21,0,0,0,2.13656,2.13656,2.13656,0.0,0.0,0.0,5,5,5,1,1,1,1.2,1.2,1.2,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
24089,CASPER NATRONA COUNTY INTL AP,WY,42.8976225,-106.4687075,6940,40,36,35,3,3,3,2.1051874,1.8946686,1.8420389,0.15788905,0.15788905,0.15788905,10,10,9,0,0,0,1.5,1.5,1.6666666,NaN,NaN,NaN,2.0,1.5,1.6666666,NaN,NaN,NaN
93075,MOAB CANYONLAND AP,UT,38.752515,-109.7584475,5936,34,34,34,0,0,0,2.0920653,2.0920653,2.0920653,0.0,0.0,0.0,4,4,4,1,1,1,1.25,1.25,1.25,1.0,1.0,1.0,1.3333334,1.3333334,1.3333334,1.0,1.0,1.0
13984,CONCORDIA BLOSSER MUNICIPAL AP,KS,39.551365000000004,-97.6508,6726,38,33,30,3,3,2,2.0635593,1.7920383,1.6291258,0.16291258,0.16291258,0.10860839,131,105,96,18,16,16,1.6259542,1.9619048,2.1354167,1.3333334,1.4375,1.4375,3.3846154,3.4,3.4117646,2.0,2.5,2.5
14942,OMAHA EPPLEY AIRFIELD,NE,41.310564,-95.89968,6940,39,34,33,4,3,3,2.0525577,1.7894093,1.7367796,0.21051873,0.15788905,0.15788905,197,148,132,23,17,15,1.8477157,2.412162,2.6969697,2.2173913,2.8235295,3.1333334,3.1363637,4.1666665,4.285714,1.0,1.0,1.0
23052,RATON MUNICIPAL CREWS FIELD AP,NM,36.74151666666667,-104.50402666666666,5936,33,31,28,3,3,3,2.030534,1.9074714,1.7228774,0.184594,0.184594,0.184594,3,3,3,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
23070,TRINIDAD PERRY STOKES AP,CO,37.2622025,-104.33630249999999,6150,34,32,29,0,0,0,2.0192683,1.9004878,1.7223171,0.0,0.0,0.0,1,1,1,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
94946,BROKEN BOW MUNICIPAL AP,NE,41.43333,-99.63333,6150,34,29,28,3,3,3,2.0192683,1.7223171,1.6629268,0.17817073,0.17817073,0.17817073,71,65,61,9,7,7,1.2394366,1.3384615,1.4262295,1.1111112,1.2857143,1.2857143,1.6666666,1.875,2.0,1.0,1.0,1.0
03928,WICHITA MID-CONTINENT AP,KS,37.64974428571429,-97.43373571428572,6910,38,34,33,2,2,2,2.0086107,1.797178,1.7443198,0.105716355,0.105716355,0.105716355,269,210,174,51,44,38,2.3420074,2.9619048,3.5574713,1.5294118,1.6818181,1.8947369,7.5789475,9.277778,8.727273,4.5,4.5,4.5
13975,GAGE AIRPORT,OK,36.2966925,-99.76889750000001,5327,29,27,27,2,2,2,1.9884081,1.8512765,1.8512765,0.13713159,0.13713159,0.13713159,52,48,43,5,5,5,1.3269231,1.4375,1.6046512,1.0,1.0,1.0,1.8333334,2.0,2.0,1.0,1.0,1.0
03068,BULLSEYE AUXILIARY AIRFIELD USAFA,CO,38.76667,-104.3,3318,18,13,12,0,0,0,1.9814647,1.4310578,1.3209765,0.0,0.0,0.0,12,11,10,3,3,3,1.0833334,1.1818181,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24044,ALLIANCE MUNICIPAL AP,NE,42.05726,-102.80085,5936,31,31,30,4,4,4,1.9074714,1.9074714,1.84594,0.24612534,0.24612534,0.24612534,40,36,31,7,6,5,1.3,1.4166666,1.5806452,1.2857143,1.3333334,1.4,1.3333334,2.1,2.3333333,1.0,1.0,1.0
94990,WINNER WILEY FIELD,SD,43.39056,-99.84222,6150,32,29,28,0,0,0,1.9004878,1.7223171,1.6629268,0.0,0.0,0.0,82,73,68,11,10,10,1.2439024,1.3835616,1.4852941,1.0,1.0,1.0,1.3333334,1.75,1.9090909,1.0,1.0,1.0
23179,NEEDLES AP,CA,34.7675,-114.6188,2891,15,8,6,5,2,2,1.8951055,1.0107229,0.7580422,0.6317018,0.25268072,0.25268072,15,12,11,4,3,3,1.1333333,1.1666666,1.1818181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14939,LINCOLN MUNICIPAL AP,NE,40.84702,-96.75318499999999,6940,36,34,33,5,5,5,1.8946686,1.7894093,1.7367796,0.26314843,0.26314843,0.26314843,137,113,99,23,20,19,1.6423358,1.9823009,2.2626262,1.3043479,1.45,1.5263158,2.047619,3.0,3.3703704,2.6666667,3.0,3.0
03030,GUYMON MUNICIPAL AP,OK,36.68167,-101.50528,6056,31,31,31,1,1,1,1.8696747,1.8696747,1.8696747,0.06031209,0.06031209,0.06031209,52,45,43,9,9,9,1.4615384,1.6666666,1.744186,1.2222222,1.2222222,1.2222222,2.142857,2.142857,2.3636363,1.0,1.0,1.0
23042,LUBBOCK INTERNATIONAL AP,TX,33.66559199999999,-101.823092,6940,35,33,32,4,4,4,1.8420389,1.7367796,1.6841499,0.21051873,0.21051873,0.21051873,95,85,77,24,20,19,1.1473684,1.2235295,1.3246753,1.0416666,1.15,1.1578947,1.1666666,1.125,1.1818181,1.0,1.0,1.0
94038,HETTINGER MUNICIPAL AP,ND,46.01389,-102.65472,5175,26,22,19,1,1,1,1.8350725,1.5527536,1.3410145,0.07057971,0.07057971,0.07057971,42,36,32,5,5,5,1.2142857,1.4166666,1.59375,1.0,1.0,1.0,1.1428572,1.2857143,1.5,1.0,1.0,1.0
03016,RIFLE GARFIELD COUNTY AP,CO,39.52639,-107.72639,2010,10,10,10,0,0,0,1.8171642,1.8171642,1.8171642,0.0,0.0,0.0,2,2,2,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
03997,LAWRENCE MUNICIPAL AP,KS,39.008006,-95.21162199999999,6150,30,27,25,2,1,1,1.7817073,1.6035366,1.4847561,0.11878049,0.059390243,0.059390243,234,181,154,43,38,33,2.3931625,3.0220995,3.538961,1.5348837,1.6842105,1.8787879,5.85,7.0526314,7.8095236,3.0,3.0,3.0
13986,HUTCHINSON MUNICIPAL AP,KS,38.06626666666667,-97.86062333333332,6150,30,27,27,3,3,3,1.7817073,1.6035366,1.6035366,0.17817073,0.17817073,0.17817073,166,127,119,35,30,30,2.1024096,2.7086613,2.8823528,1.6285714,1.8333334,1.8333334,2.875,4.0625,3.9444444,2.0,2.0,2.0
94039,PINE RIDGE AIRPORT,SD,43.02056,-102.51833,6150,30,28,26,1,1,1,1.7817073,1.6629268,1.5441463,0.059390243,0.059390243,0.059390243,94,85,81,6,6,6,1.3404255,1.4705882,1.5432099,1.1666666,1.1666666,1.1666666,1.8,1.9166666,1.9230769,1.0,1.0,1.0
24022,LARAMIE GENERAL BREES FLD,WY,41.313269999999996,-105.676795,5905,28,26,24,1,1,1,1.7319221,1.6082134,1.4845047,0.061854362,0.061854362,0.061854362,7,7,6,1,1,1,1.1428572,1.1428572,1.3333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94053,TORRINGTON MUNICIPAL AP,WY,42.06358,-104.15465333333334,5936,28,27,26,1,1,1,1.7228774,1.6613461,1.5998147,0.061531335,0.061531335,0.061531335,22,20,18,3,3,2,1.0454545,1.15,1.2777778,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0
94055,BAKER MUNICIPAL AIRPOPRT,MT,46.358315000000005,-104.25,5936,28,27,23,3,3,3,1.7228774,1.6613461,1.4152207,0.184594,0.184594,0.184594,22,21,20,1,1,1,1.1363636,1.1904762,1.25,1.0,1.0,1.0,1.4,1.6,1.6666666,1.0,1.0,1.0
94950,MITCHELL MUNICIPAL AP,SD,43.772369999999995,-98.03712250000001,5936,28,24,23,2,2,2,1.7228774,1.476752,1.4152207,0.12306267,0.12306267,0.12306267,81,64,60,6,5,5,1.6172839,2.03125,2.1666667,1.8333334,2.0,2.0,1.8571428,2.25,2.5,1.0,1.0,1.0
94012,HAVRE CITY COUNTY AP,MT,48.54279666666667,-109.763305,6726,31,29,29,1,1,1,1.68343,1.5748216,1.5748216,0.054304194,0.054304194,0.054304194,13,13,13,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13989,EMPORIA MUNICIPAL AP,KS,38.32969,-96.192658,6150,28,24,24,1,1,1,1.6629268,1.4253658,1.4253658,0.059390243,0.059390243,0.059390243,140,112,100,29,24,24,1.6571429,2.0357144,2.25,1.2068965,1.4166666,1.4166666,2.5454545,2.8181818,2.7142856,1.0,1.0,1.0
94978,TEKAMAH MUNICIPAL AP,NE,41.76361,-96.17778,6150,28,25,24,3,3,3,1.6629268,1.4847561,1.4253658,0.17817073,0.17817073,0.17817073,111,84,78,8,7,7,1.5945946,2.107143,2.2692308,1.875,2.142857,2.142857,2.1,3.05,3.0454545,1.0,2.0,2.0
94971,ESTHERVILLE MUNICIPAL AP,IA,43.404305,-94.74666500000001,5936,27,24,24,4,4,4,1.6613461,1.476752,1.476752,0.24612534,0.24612534,0.24612534,94,77,67,8,8,7,2.0212767,2.4545455,2.8059702,1.75,1.75,2.0,3.5714285,5.1538463,5.571429,1.0,1.0,1.0
24033,BILLINGS LOGAN INTL AP,MT,45.80690666666666,-108.54220333333332,6636,30,29,29,2,2,2,1.6512206,1.59618,1.59618,0.110081375,0.110081375,0.110081375,56,49,48,13,12,12,1.5892857,1.8163265,1.8541666,1.6923077,1.8333334,1.8333334,1.8181819,1.8333334,2.142857,1.0,1.0,1.0
14972,SPENCER MUNICIPAL AP,IA,43.16444,-95.20167,5936,26,23,23,2,2,2,1.5998147,1.4152207,1.4152207,0.12306267,0.12306267,0.12306267,102,83,74,17,14,12,2.27451,2.7710843,3.0810812,1.9411764,2.2142856,2.5,3.5454545,3.8461537,4.285714,1.0,1.0,1.0
24061,RIVERTON REGIONAL AP,WY,43.06417,-108.45889,5936,25,24,24,1,1,1,1.5382833,1.476752,1.476752,0.061531335,0.061531335,0.061531335,17,16,15,0,0,0,1.2352941,1.3125,1.3333334,NaN,NaN,NaN,1.0,1.75,1.6,NaN,NaN,NaN
53904,ST CHARLES COUNTY AP,MO,38.92921666666667,-90.42967666666668,5936,25,24,24,0,0,0,1.5382833,1.476752,1.476752,0.0,0.0,0.0,246,185,163,19,18,18,2.1341465,2.7297297,3.0613496,1.6315789,1.7222222,1.7222222,2.8461537,3.375,4.9545455,1.0,1.0,1.0
93026,DOUGLAS BISBEE INL AP,AZ,31.45838,-109.60676,1949,8,7,7,1,1,1,1.4992304,1.3118266,1.3118266,0.1874038,0.1874038,0.1874038,1,1,1,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
03950,LAWTON MUNICIPAL AP,OK,34.558364999999995,-98.41721,6150,25,19,16,0,0,0,1.4847561,1.1284146,0.9502439,0.0,0.0,0.0,73,64,62,10,9,9,1.3287672,1.5,1.548387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13932,WINFIELD STROTHER FIELD AP,KS,37.16806,-97.03694,6150,25,24,24,0,0,0,1.4847561,1.4253658,1.4253658,0.0,0.0,0.0,176,144,125,27,24,22,1.8806819,2.2638888,2.608,1.1851852,1.2083334,1.3181819,3.4545455,3.5,3.375,1.0,1.0,1.0
13981,CHANUTE MARTIN JOHNSON AIRPORT,KS,37.67035333333333,-95.48432000000001,6150,25,25,24,1,1,1,1.4847561,1.4847561,1.4253658,0.059390243,0.059390243,0.059390243,143,120,105,24,21,20,1.6153846,1.8833333,2.142857,1.2916666,1.2857143,1.35,2.5625,2.5,3.5714285,1.0,1.0,4.0
94050,MEEKER AIRPORT,CO,40.046580000000006,-107.88688250000001,5906,24,24,24,1,1,1,1.4842533,1.4842533,1.4842533,0.061843887,0.061843887,0.061843887,2,2,2,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
14937,IOWA CITY MUNICIPAL AP,IA,41.63498666666666,-91.54355666666667,5936,24,21,18,5,5,5,1.476752,1.292158,1.107564,0.30765668,0.30765668,0.30765668,151,121,102,37,33,30,2.2715232,2.7438016,3.2058823,1.4324324,1.4545455,1.5,5.111111,5.5,7.125,1.0,2.0,2.0
24156,POCATELLO REGIONAL AP,ID,42.92022666666667,-112.57110333333334,6940,28,24,23,1,1,1,1.4736311,1.2631124,1.2104827,0.052629683,0.052629683,0.052629683,63,50,43,10,8,6,1.6190476,1.8,1.8837209,1.3,1.375,1.6666666,1.5714285,1.8571428,3.4444444,1.0,1.0,1.0
23051,CLAYTON MUNICIPAL AIR PARK,NM,36.448602,-103.153898,6726,27,25,24,0,0,0,1.4662132,1.3576049,1.3033006,0.0,0.0,0.0,27,25,24,2,2,2,1.1111112,1.2,1.25,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.0
23091,FORT STOCKTON PECOS COUNTY AP,TX,30.91194,-102.91667,6150,24,20,20,3,2,2,1.4253658,1.1878049,1.1878049,0.17817073,0.11878049,0.11878049,20,19,19,8,8,8,1.05,1.0526316,1.0526316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24138,DILLON AP,MT,45.2575,-112.55442,6150,24,23,22,0,0,0,1.4253658,1.3659756,1.3065853,0.0,0.0,0.0,4,4,4,0,0,0,1.0,1.0,1.0,NaN,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN
