lat,lon,estimated_sig_report_days_per_year_grid_130_cropped_blurred
23.316,-122.095,0.0
23.34,-121.965,0.0
23.364,-121.83500000000001,0.0
23.388,-121.70500000000001,0.0
23.411,-121.57499999999999,0.0
23.435,-121.445,0.0
23.459,-121.315,0.0
23.482,-121.184,0.0
23.505,-121.054,0.0
23.528,-120.924,0.0
23.552,-120.793,0.0
23.575,-120.66300000000001,0.0
23.597,-120.53200000000001,0.0
23.62,-120.40199999999999,0.0
23.643,-120.27099999999999,0.0
23.665,-120.14099999999999,0.0
23.688,-120.00999999999999,0.0
23.71,-119.87899999999999,0.0
23.732,-119.74799999999999,0.0
23.754,-119.61699999999999,0.0
23.776,-119.487,0.0
23.798,-119.356,0.0
23.82,-119.225,0.0
23.841,-119.094,0.0
23.863,-118.963,0.0
23.884,-118.83099999999999,0.0
23.905,-118.69999999999999,0.0
23.926,-118.56899999999999,0.0
23.947,-118.43799999999999,0.0
23.968,-118.30699999999999,0.0
23.989,-118.17500000000001,0.0
24.01,-118.04400000000001,0.0
24.03,-117.912,0.0
24.051,-117.781,0.0
24.071,-117.649,0.0
24.091,-117.518,0.0
24.111,-117.386,0.0
24.131,-117.255,0.0
24.151,-117.12299999999999,0.0
24.171,-116.99100000000001,0.0
24.19,-116.85900000000001,0.0
24.21,-116.72800000000001,0.0
24.229,-116.596,0.0
24.249,-116.464,0.0
24.268,-116.332,0.0
24.287,-116.19999999999999,0.0
24.306,-116.06800000000001,0.0
24.324,-115.936,0.0
24.343,-115.804,0.0
24.362,-115.672,0.0
24.38,-115.53899999999999,0.0
24.398,-115.40700000000001,0.0
24.417,-115.275,0.0
24.435,-115.143,0.0
24.453,-115.00999999999999,0.0
24.471,-114.87799999999999,0.0
24.488,-114.74600000000001,0.0
24.506,-114.613,0.0
24.523,-114.481,0.0
24.541,-114.34800000000001,0.0
24.558,-114.21600000000001,0.0
24.575,-114.083,0.0
24.592,-113.94999999999999,0.0
24.609,-113.81800000000001,0.0
24.626,-113.685,0.0
24.643,-113.55199999999999,0.0
24.659,-113.41900000000001,0.0
24.676,-113.287,0.0
24.692,-113.154,0.0
24.708,-113.02099999999999,0.0
24.724,-112.888,0.0
24.74,-112.755,0.0
24.756,-112.62200000000001,0.0
24.772,-112.489,0.0
24.787,-112.356,0.0
24.803,-112.22300000000001,0.0
24.818,-112.09,0.0
24.833,-111.957,0.0
24.849,-111.82300000000001,0.0
24.864,-111.69,0.0
24.879,-111.55699999999999,0.0
24.893,-111.424,0.0
24.908,-111.28999999999999,0.0
24.923,-111.15700000000001,0.0
24.937,-111.024,0.0
24.951,-110.88999999999999,0.0
24.965,-110.757,0.0
24.979,-110.62299999999999,0.0
24.993,-110.49000000000001,0.0
25.007,-110.356,0.0
25.021,-110.22300000000001,0.0
25.035,-110.089,0.0
25.048,-109.95599999999999,0.0
25.061,-109.822,0.0
25.075,-109.68799999999999,0.0
25.088,-109.554,0.0
25.101,-109.42099999999999,0.0
25.114,-109.287,0.0
25.126,-109.15299999999999,0.0
25.139,-109.019,0.0
25.151,-108.886,0.0
25.164,-108.75200000000001,0.0
25.176,-108.618,0.0
25.188,-108.48400000000001,0.0
25.2,-108.35,0.0
25.212,-108.21600000000001,0.0
25.224,-108.082,0.0
25.236,-107.94800000000001,0.0
25.247,-107.814,0.0
25.259,-107.68,0.0
25.27,-107.54599999999999,0.0
25.281,-107.411,0.0
25.292,-107.27699999999999,0.0
25.303,-107.143,0.0
25.314,-107.00899999999999,0.0
25.325,-106.875,0.0
25.335,-106.74000000000001,0.0
25.346,-106.606,0.0
25.356,-106.47200000000001,0.0
25.366,-106.338,0.0
25.377,-106.203,0.0
25.387,-106.06899999999999,0.0
25.396,-105.934,0.0
25.406,-105.80000000000001,0.0
25.416,-105.666,0.0
25.425,-105.531,0.0
25.435,-105.39699999999999,0.0
25.444,-105.262,0.0
25.453,-105.12799999999999,0.0
25.462,-104.993,0.0
25.471,-104.85900000000001,0.0
25.48,-104.72399999999999,0.0
25.489,-104.589,0.0
25.497,-104.45500000000001,0.0
25.506,-104.32,0.0
25.514,-104.186,0.0
25.522,-104.05099999999999,0.0
25.53,-103.916,0.0
25.538,-103.781,0.0
25.546,-103.64699999999999,0.0
25.554,-103.512,0.0
25.561,-103.37700000000001,0.0
25.569,-103.243,0.0
25.576,-103.108,0.0
25.583,-102.97300000000001,0.0
25.59,-102.83800000000002,0.0
25.597,-102.70299999999997,0.0
25.604,-102.56799999999998,0.0
25.611,-102.43400000000003,0.0
25.617,-102.29899999999998,0.0
25.624,-102.16399999999999,0.0
25.63,-102.029,0.0
25.637,-101.894,0.0
25.643,-101.75900000000001,0.0
25.649,-101.62400000000002,0.0
25.655,-101.48899999999998,0.0
25.66,-101.35399999999998,0.0
25.666,-101.219,0.0
25.672,-101.084,0.0
25.677,-100.94900000000001,0.0
25.682,-100.81400000000002,0.0
25.687,-100.67899999999997,0.0
25.692,-100.54399999999998,0.0
25.697,-100.40899999999999,0.0
25.702,-100.274,0.0
25.707,-100.13900000000001,0.0
25.711,-100.00400000000002,0.048225214654305
25.716,-99.86900000000003,0.04211650521688049
25.72,-99.73399999999998,0.03569944506265848
25.724,-99.59800000000001,0.032401517248461284
25.728,-99.46300000000002,0.035090107910436937
25.732,-99.32799999999997,0.044252056088450016
25.736,-99.19299999999998,0.06909025121579193
25.74,-99.05799999999999,0.11378645928362503
25.743,-98.923,0.17801145130524773
25.747,-98.78800000000001,0.25256161718349035
25.75,-98.65199999999999,0.32656035302028236
25.753,-98.517,0.39006716775446965
25.757,-98.382,0.44034799455611034
25.76,-98.24700000000001,0.47688299405519197
25.762,-98.11200000000002,0.4965036292900479
25.765,-97.976,0.49462257432437207
25.768,-97.84100000000001,0.47668842748200757
25.77,-97.70600000000002,0.4594419623233282
25.773,-97.57100000000003,0.4527532387060119
25.775,-97.43599999999998,0.4551302394069671
25.777,-97.30000000000001,0.46167354365597285
25.779,-97.16500000000002,0.469009223675157
25.781,-97.02999999999997,0.47568546419392654
25.783,-96.89499999999998,0.48119752330934384
25.784,-96.75900000000001,0.485727469078538
25.786,-96.62400000000002,0.4893897022236074
25.787,-96.48899999999998,0.4998723865811996
25.788,-96.35399999999998,0.1412742435402292
25.79,-96.21800000000002,0.0
25.791,-96.08300000000003,0.0
25.792,-95.94799999999998,0.0
25.792,-95.81200000000001,0.0
25.793,-95.67700000000002,0.0
25.794,-95.54199999999997,0.0
25.794,-95.40699999999998,0.0
25.794,-95.27100000000002,0.0
25.795,-95.13600000000002,0.0
25.795,-95.00099999999998,0.0
25.795,-94.86599999999999,0.0
25.794,-94.73000000000002,0.0
25.794,-94.59500000000003,0.0
25.794,-94.45999999999998,0.0
25.793,-94.32400000000001,0.0
25.792,-94.18900000000002,0.0
25.792,-94.05399999999997,0.0
25.791,-93.91899999999998,0.0
25.79,-93.78300000000002,0.0
25.788,-93.64800000000002,0.0
25.787,-93.51299999999998,0.0
25.786,-93.37799999999999,0.0
25.784,-93.24200000000002,0.0
25.783,-93.10700000000003,0.0
25.781,-92.97199999999998,0.0
25.779,-92.83699999999999,0.0
25.777,-92.70100000000002,0.0
25.775,-92.56599999999997,0.0
25.773,-92.43099999999998,0.0
25.77,-92.29599999999999,0.0
25.768,-92.16000000000003,0.0
25.765,-92.02499999999998,0.0
25.762,-91.88999999999999,0.0
25.76,-91.755,0.0
25.757,-91.62,0.0
25.754,-91.48399999999998,0.0
25.75,-91.34899999999999,0.0
25.747,-91.214,0.0
25.743,-91.07900000000001,0.0
25.74,-90.94400000000002,0.0
25.736,-90.80900000000003,0.0
25.732,-90.673,0.0
25.728,-90.53800000000001,0.0
25.724,-90.40300000000002,0.0
25.72,-90.26799999999997,0.0
25.716,-90.13299999999998,0.0
25.711,-89.99799999999999,0.0
25.707,-89.863,0.0
25.702,-89.72800000000001,0.0
25.697,-89.59300000000002,0.0
25.692,-89.45800000000003,0.0
25.687,-89.32299999999998,0.0
25.682,-89.18799999999999,0.0
25.677,-89.053,0.0
25.672,-88.918,0.0
25.666,-88.78300000000002,0.0
25.66,-88.64800000000002,0.0
25.655,-88.51299999999998,0.0
25.649,-88.37799999999999,0.0
25.643,-88.243,0.0
25.637,-88.108,0.0
25.63,-87.97300000000001,0.0
25.624,-87.83800000000002,0.0
25.618,-87.70299999999997,0.0
25.611,-87.56799999999998,0.0
25.604,-87.43299999999999,0.0
25.597,-87.298,0.0
25.59,-87.16399999999999,0.0
25.583,-87.029,0.0
25.576,-86.894,0.0
25.569,-86.75900000000001,0.0
25.561,-86.62400000000002,0.0
25.554,-86.49000000000001,0.0
25.546,-86.35500000000002,0.0
25.538,-86.22000000000003,0.0
25.53,-86.08600000000001,0.0
25.522,-85.95100000000002,0.0
25.514,-85.81599999999997,0.0
25.506,-85.68200000000002,0.0
25.497,-85.54700000000003,0.0
25.489,-85.41199999999998,0.0
25.48,-85.27800000000002,0.0
25.471,-85.14299999999997,0.0
25.462,-85.00900000000001,0.0
25.453,-84.87400000000002,0.0
25.444,-84.74000000000001,0.0
25.435,-84.60500000000002,0.0
25.425,-84.471,0.0
25.416,-84.33600000000001,0.0
25.406,-84.202,0.0
25.397,-84.06700000000001,0.0
25.387,-83.93299999999999,0.0
25.377,-83.79899999999998,0.0
25.367,-83.66399999999999,0.0
25.356,-83.52999999999997,0.0
25.346,-83.39600000000002,0.0
25.336,-83.26100000000002,0.0
25.325,-83.12700000000001,0.0
25.314,-82.993,0.0
25.303,-82.85899999999998,0.0
25.292,-82.72399999999999,0.3697685103816593
25.281,-82.58999999999997,0.3567327081219103
25.27,-82.45600000000002,0.34522090104210773
25.259,-82.322,0.32544685168751586
25.247,-82.18799999999999,0.29066745866403587
25.236,-82.05399999999997,0.20286872086864005
25.224,-81.92000000000002,0.10657354326655365
25.212,-81.786,0.040396687628413086
25.2,-81.65199999999999,0.012307377359611021
25.188,-81.51799999999997,0.003393257099417091
25.176,-81.38400000000001,0.0009620215863722622
25.164,-81.25,0.000462573896906903
25.152,-81.11599999999999,0.0006795501741496572
25.139,-80.98200000000003,0.0014689668969480021
25.126,-80.84899999999999,0.002955168070445411
25.114,-80.71499999999997,0.005143813332576291
25.101,-80.58100000000002,0.007517695825329444
25.088,-80.447,0.009525581669872961
25.075,-80.31400000000002,0.010872132450681986
25.062,-80.18,0.011610608136664284
25.048,-80.04599999999999,0.011775129737542604
25.035,-79.91300000000001,0.011678522994849297
25.021,-79.779,0.011287850973709249
25.007,-79.64499999999998,0.010800069924361975
24.994,-79.512,0.010270927368414057
24.98,-79.37799999999999,0.0065625550413671305
24.966,-79.245,0.0
24.951,-79.11099999999999,0.0
24.937,-78.97800000000001,0.0
24.923,-78.84500000000003,0.0
24.908,-78.71100000000001,0.0
24.893,-78.57799999999997,0.0
24.879,-78.445,0.0
24.864,-78.31099999999998,0.0
24.849,-78.178,0.0
24.834,-78.04500000000002,0.0
24.818,-77.91199999999998,0.0
24.803,-77.779,0.0
24.788,-77.64600000000002,0.0
24.772,-77.51299999999998,0.0
24.756,-77.38,0.0
24.74,-77.24700000000001,0.0
24.724,-77.11399999999998,0.0
24.708,-76.981,0.0
24.692,-76.84800000000001,0.0
24.676,-76.71499999999997,0.0
24.659,-76.582,0.0
24.643,-76.44900000000001,0.0
24.626,-76.31700000000001,0.0
24.609,-76.18400000000003,0.0
24.592,-76.05099999999999,0.0
24.575,-75.91899999999998,0.0
24.558,-75.786,0.0
24.541,-75.654,0.0
24.524,-75.52100000000002,0.0
24.506,-75.38900000000001,0.0
24.488,-75.25599999999997,0.0
24.471,-75.12400000000002,0.0
24.453,-74.99099999999999,0.0
24.435,-74.85899999999998,0.0
24.417,-74.72699999999998,0.0
24.399,-74.594,0.0
24.38,-74.46199999999999,0.0
24.362,-74.32999999999998,0.0
24.343,-74.19799999999998,0.0
24.325,-74.06599999999997,0.0
24.306,-73.93400000000003,0.0
24.287,-73.80200000000002,0.0
24.268,-73.67000000000002,0.0
24.249,-73.53800000000001,0.0
24.23,-73.406,0.0
24.21,-73.274,0.0
24.191,-73.142,0.0
24.171,-73.00999999999999,0.0
24.151,-72.87900000000002,0.0
24.131,-72.74700000000001,0.0
24.112,-72.61500000000001,0.0
24.091,-72.48399999999998,0.0
24.071,-72.35199999999998,0.0
24.051,-72.221,0.0
24.031,-72.089,0.0
24.01,-71.95800000000003,0.0
23.989,-71.82600000000002,0.0
23.969,-71.695,0.0
23.948,-71.56400000000002,0.0
23.927,-71.43299999999999,0.0
23.906,-71.30099999999999,0.0
23.884,-71.17000000000002,0.0
23.863,-71.03899999999999,0.0
23.841,-70.90800000000002,0.0
23.82,-70.77699999999999,0.0
23.798,-70.64600000000002,0.0
23.776,-70.51499999999999,0.0
23.754,-70.38400000000001,0.0
23.732,-70.25299999999999,0.0
23.71,-70.12299999999999,0.0
23.688,-69.99200000000002,0.0
23.666,-69.86099999999999,0.0
23.643,-69.73000000000002,0.0
23.62,-69.60000000000002,0.0
23.598,-69.469,0.0
23.575,-69.339,0.0
23.552,-69.20800000000003,0.0
23.529,-69.07799999999997,0.0
23.506,-68.94799999999998,0.0
23.482,-68.81700000000001,0.0
23.459,-68.68700000000001,0.0
23.435,-68.55700000000002,0.0
23.412,-68.42700000000002,0.0
23.388,-68.29599999999999,0.0
23.364,-68.166,0.0
23.34,-68.036,0.0
23.316,-67.906,0.0
23.292,-67.77600000000001,0.0
22.685,-125.87100000000001,0.0
22.713,-125.743,0.0
22.74,-125.614,0.0
22.767,-125.48599999999999,0.0
22.794,-125.357,0.0
22.821,-125.22800000000001,0.0
22.848,-125.09899999999999,0.0
22.875,-124.97,0.0
22.902,-124.84100000000001,0.0
22.928,-124.71199999999999,0.0
22.955,-124.583,0.0
22.981,-124.45400000000001,0.0
23.007,-124.32499999999999,0.0
23.033,-124.196,0.0
23.059,-124.06700000000001,0.0
23.085,-123.93700000000001,0.0
23.111,-123.80799999999999,0.0
23.136,-123.679,0.0
23.162,-123.549,0.0
23.187,-123.41999999999999,0.0
23.212,-123.28999999999999,0.0
23.238,-123.16,0.0
23.263,-123.031,0.0
23.288,-122.90100000000001,0.0
23.312,-122.77099999999999,0.0
23.337,-122.64099999999999,0.0
23.362,-122.512,0.0
23.386,-122.382,0.0
23.411,-122.25200000000001,0.0
23.435,-122.12200000000001,0.0
23.459,-121.99199999999999,0.0
23.483,-121.86099999999999,0.0
23.507,-121.731,0.0
23.531,-121.601,0.0
23.554,-121.471,0.0
23.578,-121.34,0.0
23.601,-121.21000000000001,0.0
23.625,-121.07900000000001,0.0
23.648,-120.94900000000001,0.0
23.671,-120.81800000000001,0.0
23.694,-120.68799999999999,0.0
23.717,-120.55699999999999,0.0
23.74,-120.42699999999999,0.0
23.762,-120.29599999999999,0.0
23.785,-120.16499999999999,0.0
23.807,-120.03399999999999,0.0
23.83,-119.90299999999999,0.0
23.852,-119.77199999999999,0.0
23.874,-119.64099999999999,0.0
23.896,-119.50999999999999,0.0
23.918,-119.37899999999999,0.0
23.939,-119.24799999999999,0.0
23.961,-119.11699999999999,0.0
23.983,-118.98599999999999,0.0
24.004,-118.85499999999999,0.0
24.025,-118.72300000000001,0.0
24.046,-118.59200000000001,0.0
24.067,-118.46100000000001,0.0
24.088,-118.32900000000001,0.0
24.109,-118.19800000000001,0.0
24.13,-118.066,0.0
24.15,-117.935,0.0
24.171,-117.803,0.0
24.191,-117.672,0.0
24.211,-117.53999999999999,0.0
24.231,-117.40799999999999,0.0
24.251,-117.27600000000001,0.0
24.271,-117.14500000000001,0.0
24.291,-117.013,0.0
24.311,-116.881,0.0
24.33,-116.749,0.0
24.35,-116.61699999999999,0.0
24.369,-116.48500000000001,0.0
24.388,-116.35300000000001,0.0
24.407,-116.221,0.0
24.426,-116.089,0.0
24.445,-115.95599999999999,0.0
24.463,-115.82400000000001,0.0
24.482,-115.69200000000001,0.0
24.501,-115.56,0.0
24.519,-115.42699999999999,0.0
24.537,-115.29499999999999,0.0
24.555,-115.16300000000001,0.0
24.573,-115.03,0.0
24.591,-114.898,0.0
24.609,-114.76499999999999,0.0
24.626,-114.632,0.0
24.644,-114.5,0.0
24.661,-114.36699999999999,0.0
24.679,-114.23500000000001,0.0
24.696,-114.102,0.0
24.713,-113.969,0.0
24.73,-113.83600000000001,0.0
24.747,-113.703,0.0
24.763,-113.571,0.0
24.78,-113.43799999999999,0.0
24.796,-113.305,0.0
24.813,-113.172,0.0
24.829,-113.03899999999999,0.0
24.845,-112.906,0.0
24.861,-112.773,0.0
24.877,-112.63900000000001,0.0
24.893,-112.506,0.0
24.908,-112.37299999999999,0.0
24.924,-112.24000000000001,0.0
24.939,-112.107,0.0
24.954,-111.97300000000001,0.0
24.969,-111.84,0.0
24.985,-111.707,0.0
24.999,-111.57300000000001,0.0
25.014,-111.44,0.0
25.029,-111.30600000000001,0.0
25.043,-111.173,0.0
25.058,-111.03999999999999,0.0
25.072,-110.906,0.0
25.086,-110.77199999999999,0.0
25.1,-110.63900000000001,0.0
25.114,-110.505,0.0
25.128,-110.37100000000001,0.0
25.142,-110.238,0.0
25.156,-110.10400000000001,0.0
25.169,-109.97,0.0
25.182,-109.83699999999999,0.0
25.196,-109.703,0.0
25.209,-109.56899999999999,0.0
25.222,-109.435,0.0
25.235,-109.30099999999999,0.0
25.247,-109.167,0.0
25.26,-109.03299999999999,0.0
25.273,-108.899,0.0
25.285,-108.76499999999999,0.0
25.297,-108.631,0.0
25.31,-108.49700000000001,0.0
25.322,-108.363,0.0
25.333,-108.22900000000001,0.0
25.345,-108.095,0.0
25.357,-107.96100000000001,0.0
25.369,-107.826,0.0
25.38,-107.69200000000001,0.0
25.391,-107.55799999999999,0.0
25.403,-107.424,0.0
25.414,-107.28899999999999,0.0
25.425,-107.155,0.0
25.435,-107.02099999999999,0.0
25.446,-106.886,0.0
25.457,-106.75200000000001,0.0
25.467,-106.618,0.0
25.478,-106.483,0.0
25.488,-106.34899999999999,0.0
25.498,-106.214,0.0
25.508,-106.08000000000001,0.0
25.518,-105.945,0.0
25.528,-105.811,0.0
25.537,-105.67599999999999,0.0
25.547,-105.542,0.0
25.556,-105.40700000000001,0.0
25.565,-105.27199999999999,0.0
25.575,-105.138,0.0
25.584,-105.00299999999999,0.0
25.593,-104.868,0.0
25.601,-104.73400000000001,0.0
25.61,-104.59899999999999,0.0
25.619,-104.464,0.0
25.627,-104.32900000000001,0.0
25.635,-104.195,0.0
25.644,-104.06,0.0
25.652,-103.92500000000001,0.0
25.66,-103.79000000000002,0.0
25.667,-103.65499999999997,0.0
25.675,-103.52100000000002,0.0
25.683,-103.38600000000002,0.0
25.69,-103.25099999999998,0.0
25.698,-103.11599999999999,0.0
25.705,-102.981,0.0
25.712,-102.846,0.0
25.719,-102.71100000000001,0.0
25.726,-102.57600000000002,0.0
25.732,-102.44099999999997,0.0
25.739,-102.30599999999998,0.0
25.746,-102.17099999999999,0.0
25.752,-102.036,0.0
25.758,-101.90100000000001,0.0
25.764,-101.76600000000002,0.0
25.77,-101.63099999999997,0.0
25.776,-101.49599999999998,0.0
25.782,-101.36000000000001,0.0
25.788,-101.22500000000002,0.0
25.793,-101.08999999999997,0.0
25.799,-100.95499999999998,0.0
25.804,-100.82,0.0
25.809,-100.685,0.0
25.814,-100.55000000000001,0.0
25.819,-100.41399999999999,0.0
25.824,-100.279,0.0
25.829,-100.144,0.0
25.833,-100.00900000000001,0.06753421997560326
25.838,-99.87400000000002,0.05972546036411905
25.842,-99.738,0.05227251691617379
25.846,-99.60300000000001,0.04736444599228381
25.85,-99.46800000000002,0.045216712071655986
25.854,-99.33300000000003,0.047160797923236124
25.858,-99.197,0.060466249426989166
25.862,-99.06200000000001,0.09151398242607875
25.865,-98.92700000000002,0.14381519431185102
25.869,-98.791,0.21273934681897402
25.872,-98.656,0.28666113845037033
25.875,-98.52100000000002,0.35513677877396677
25.878,-98.38499999999999,0.4125579278156379
25.881,-98.25,0.45543956342873515
25.884,-98.11500000000001,0.4809603769498541
25.887,-97.97899999999998,0.48452271376866735
25.89,-97.844,0.4685855726273404
25.892,-97.709,0.44773268276559947
25.894,-97.57299999999998,0.4348343123206154
25.897,-97.43799999999999,0.43171661332925937
25.899,-97.303,0.4346675440082992
25.901,-97.16699999999997,0.4398997093391973
25.903,-97.03199999999998,0.4452315882609512
25.904,-96.89600000000002,0.45008854982311075
25.906,-96.76100000000002,0.4534902779834756
25.908,-96.62599999999998,0.4564128632224833
25.909,-96.49000000000001,0.46537149577155734
25.91,-96.35500000000002,0.14127424358522486
25.911,-96.22000000000003,0.0
25.912,-96.084,0.0
25.913,-95.94900000000001,0.0
25.914,-95.81299999999999,0.0
25.915,-95.678,0.0
25.915,-95.54199999999997,0.0
25.916,-95.40699999999998,0.0
25.916,-95.27199999999999,0.0
25.916,-95.13600000000002,0.0
25.916,-95.00099999999998,0.0
25.916,-94.86500000000001,0.0
25.916,-94.73000000000002,0.0
25.916,-94.59500000000003,0.0
25.915,-94.459,0.0
25.915,-94.32400000000001,0.0
25.914,-94.18799999999999,0.0
25.913,-94.053,0.0
25.912,-93.918,0.0
25.911,-93.78199999999998,0.0
25.91,-93.64699999999999,0.0
25.909,-93.51100000000002,0.0
25.908,-93.37599999999998,0.0
25.906,-93.24099999999999,0.0
25.904,-93.10500000000002,0.0
25.903,-92.97000000000003,0.0
25.901,-92.834,0.0
25.899,-92.69900000000001,0.0
25.897,-92.56400000000002,0.0
25.894,-92.428,0.0
25.892,-92.293,0.0
25.89,-92.15800000000002,0.0
25.887,-92.02199999999999,0.0
25.884,-91.887,0.0
25.881,-91.75200000000001,0.0
25.878,-91.61599999999999,0.0
25.875,-91.481,0.0
25.872,-91.346,0.0
25.869,-91.20999999999998,0.0
25.865,-91.07499999999999,0.0
25.862,-90.94,0.0
25.858,-90.80399999999997,0.0
25.854,-90.66899999999998,0.0
25.85,-90.53399999999999,0.0
25.846,-90.399,0.0
25.842,-90.26299999999998,0.0
25.838,-90.12799999999999,0.0
25.833,-89.993,0.0
25.829,-89.858,0.0
25.824,-89.72199999999998,0.0
25.819,-89.58699999999999,0.0
25.814,-89.452,0.0
25.809,-89.31700000000001,0.0
25.804,-89.18200000000002,0.0
25.799,-89.04700000000003,0.0
25.793,-88.911,0.0
25.788,-88.77600000000001,0.0
25.782,-88.64100000000002,0.0
25.776,-88.50599999999997,0.0
25.77,-88.37099999999998,0.0
25.764,-88.23599999999999,0.0
25.758,-88.101,0.0
25.752,-87.96600000000001,0.0
25.746,-87.83100000000002,0.0
25.739,-87.69600000000003,0.0
25.733,-87.56099999999998,0.0
25.726,-87.42599999999999,0.0
25.719,-87.291,0.0
25.712,-87.156,0.0
25.705,-87.02100000000002,0.0
25.698,-86.88600000000002,0.0
25.69,-86.75099999999998,0.0
25.683,-86.61599999999999,0.0
25.675,-86.481,0.0
25.668,-86.346,0.0
25.66,-86.21100000000001,0.0
25.652,-86.077,0.0
25.644,-85.94200000000001,0.0
25.635,-85.80700000000002,0.0
25.627,-85.67200000000003,0.0
25.619,-85.53699999999998,0.0
25.61,-85.40300000000002,0.0
25.601,-85.26799999999997,0.0
25.593,-85.13299999999998,0.0
25.584,-84.99900000000002,0.0
25.575,-84.86399999999998,0.0
25.566,-84.72899999999998,0.0
25.556,-84.59500000000003,0.0
25.547,-84.45999999999998,0.0
25.537,-84.32499999999999,0.0
25.528,-84.19099999999997,0.0
25.518,-84.05599999999998,0.0
25.508,-83.92200000000003,0.0
25.498,-83.78699999999998,0.0
25.488,-83.65300000000002,0.0
25.478,-83.51799999999997,0.0
25.467,-83.38400000000001,0.0
25.457,-83.25,0.0
25.446,-83.11500000000001,0.0
25.436,-82.981,0.0
25.425,-82.84699999999998,0.25976231684139783
25.414,-82.71199999999999,0.3473933649122231
25.403,-82.57799999999997,0.340544447121011
25.391,-82.44400000000002,0.3328231893087955
25.38,-82.30900000000003,0.31845692903291967
25.369,-82.17500000000001,0.2931668156264285
25.357,-82.041,0.2404615709740215
25.345,-81.90699999999998,0.163825151171111
25.334,-81.77300000000002,0.08406433924617633
25.322,-81.63900000000001,0.032301861771377595
25.31,-81.505,0.010302666296163545
25.298,-81.37,0.0030977126412058834
25.285,-81.23599999999999,0.0013139457260936817
25.273,-81.10199999999998,0.0015976153419928825
25.26,-80.96800000000002,0.0032987064991440497
25.248,-80.834,0.00665455598231278
25.235,-80.70100000000002,0.011472924584180162
25.222,-80.56700000000001,0.01696042017327846
25.209,-80.43299999999999,0.02188655768908291
25.196,-80.29899999999998,0.025542078797169923
25.183,-80.16500000000002,0.02784013807296701
25.169,-80.031,0.02881774103508984
25.156,-79.89800000000002,0.029166148148021657
25.142,-79.76400000000001,0.028815919887449852
25.128,-79.63,0.02823840392240047
25.115,-79.49700000000001,0.027728880096545873
25.101,-79.363,0.022164620688070024
25.087,-79.22899999999998,0.0
25.072,-79.096,0.0
25.058,-78.96199999999999,0.0
25.044,-78.82900000000001,0.0
25.029,-78.695,0.0
25.014,-78.56200000000001,0.0
25.0,-78.428,0.0
24.985,-78.29500000000002,0.0
24.97,-78.16199999999998,0.0
24.955,-78.02800000000002,0.0
24.939,-77.89499999999998,0.0
24.924,-77.762,0.0
24.908,-77.62900000000002,0.0
24.893,-77.495,0.0
24.877,-77.36200000000002,0.0
24.861,-77.22899999999998,0.0
24.845,-77.096,0.0
24.829,-76.96300000000002,0.0
24.813,-76.82999999999998,0.0
24.797,-76.697,0.0
24.78,-76.56400000000002,0.0
24.763,-76.43099999999998,0.0
24.747,-76.298,0.0
24.73,-76.16500000000002,0.0
24.713,-76.03300000000002,0.0
24.696,-75.89999999999998,0.0
24.679,-75.767,0.0
24.662,-75.63400000000001,0.0
24.644,-75.50200000000001,0.0
24.627,-75.36900000000003,0.0
24.609,-75.23700000000002,0.0
24.591,-75.10399999999998,0.0
24.573,-74.97199999999998,0.0
24.555,-74.839,0.0
24.537,-74.707,0.0
24.519,-74.57400000000001,0.0
24.501,-74.44200000000001,0.0
24.482,-74.31,0.0
24.464,-74.17700000000002,0.0
24.445,-74.04500000000002,0.0
24.426,-73.91300000000001,0.0
24.407,-73.781,0.0
24.388,-73.649,0.0
24.369,-73.517,0.0
24.35,-73.38499999999999,0.0
24.33,-73.25299999999999,0.0
24.311,-73.12099999999998,0.0
24.291,-72.98899999999998,0.0
24.271,-72.85700000000003,0.0
24.252,-72.72500000000002,0.0
24.232,-72.59300000000002,0.0
24.212,-72.46199999999999,0.0
24.191,-72.32999999999998,0.0
24.171,-72.19799999999998,0.0
24.151,-72.06700000000001,0.0
24.13,-71.935,0.0
24.109,-71.80399999999997,0.0
24.089,-71.67200000000003,0.0
24.068,-71.541,0.0
24.047,-71.41000000000003,0.0
24.025,-71.27800000000002,0.0
24.004,-71.14699999999999,0.0
23.983,-71.01600000000002,0.0
23.961,-70.88400000000001,0.0
23.94,-70.75299999999999,0.0
23.918,-70.62200000000001,0.0
23.896,-70.49099999999999,0.0
23.874,-70.36000000000001,0.0
23.852,-70.22899999999998,0.0
23.83,-70.09800000000001,0.0
23.808,-69.96699999999998,0.0
23.785,-69.83699999999999,0.0
23.763,-69.70600000000002,0.0
23.74,-69.57499999999999,0.0
23.717,-69.44400000000002,0.0
23.694,-69.31400000000002,0.0
23.671,-69.18299999999999,0.0
23.648,-69.053,0.0
23.625,-68.92200000000003,0.0
23.602,-68.79199999999997,0.0
23.578,-68.661,0.0
23.555,-68.531,0.0
23.531,-68.40100000000001,0.0
23.507,-68.26999999999998,0.0
23.483,-68.13999999999999,0.0
23.459,-68.00999999999999,0.0
23.435,-67.88,0.0
23.411,-67.75,0.0
22.804,-125.90100000000001,0.0
22.831,-125.77199999999999,0.0
22.859,-125.644,0.0
22.886,-125.51499999999999,0.0
22.913,-125.386,0.0
22.94,-125.257,0.0
22.967,-125.12799999999999,0.0
