begin_time_str,begin_time_seconds,end_time_str,end_time_seconds,kind,speed,speed_type,source,begin_lat,begin_lon,end_lat,end_lon
2003-02-22 06:18:00 UTC,1045894680,2003-02-22 06:18:00 UTC,1045894680,Thunderstorm Wind,65,gust,estimated,33.95,-84.55,33.95,-84.55
2003-03-06 02:30:00 UTC,1046917800,2003-03-06 02:30:00 UTC,1046917800,Thunderstorm Wind,65,gust,estimated,34.51667,-83,34.51667,-83
2003-03-06 02:30:00 UTC,1046917800,2003-03-06 02:30:00 UTC,1046917800,Thunderstorm Wind,65,gust,estimated,34.51667,-83.01667,34.51667,-83.01667
2003-03-06 02:31:00 UTC,1046917860,2003-03-06 02:31:00 UTC,1046917860,Thunderstorm Wind,65,gust,estimated,34.5,-82.95,34.5,-82.95
2003-03-13 23:40:00 UTC,1047598800,2003-03-13 23:40:00 UTC,1047598800,Thunderstorm Wind,65,gust,estimated,26.26667,-80.21667,26.26667,-80.21667
2003-03-15 17:05:00 UTC,1047747900,2003-03-15 17:05:00 UTC,1047747900,Thunderstorm Wind,70,gust,estimated,26.31667,-80.1,26.31667,-80.1
2003-03-17 20:28:00 UTC,1047932880,2003-03-17 20:28:00 UTC,1047932880,Thunderstorm Wind,70,gust,estimated,25.8,-80.11667,25.8,-80.11667
2003-03-17 20:30:00 UTC,1047933000,2003-03-17 20:30:00 UTC,1047933000,Thunderstorm Wind,80,gust,estimated,26.23333,-80.11667,26.23333,-80.11667
2003-03-19 11:40:00 UTC,1048074000,2003-03-19 11:40:00 UTC,1048074000,Thunderstorm Wind,65,gust,estimated,36.21667,-85.5,36.21667,-85.5
2003-03-19 12:00:00 UTC,1048075200,2003-03-19 12:00:00 UTC,1048075200,Thunderstorm Wind,88,sustained,measured,35.51667,-84.8,35.51667,-84.8
2003-03-19 12:45:00 UTC,1048077900,2003-03-19 12:45:00 UTC,1048077900,Thunderstorm Wind,65,gust,estimated,35.78333,-85.61667,35.78333,-85.61667
2003-03-19 12:45:00 UTC,1048077900,2003-03-19 12:45:00 UTC,1048077900,Thunderstorm Wind,70,gust,estimated,35.78333,-85.61667,35.78333,-85.61667
2003-03-19 12:50:00 UTC,1048078200,2003-03-19 12:50:00 UTC,1048078200,Thunderstorm Wind,70,gust,estimated,36.56667,-85.13333,36.56667,-85.13333
2003-03-19 13:00:00 UTC,1048078800,2003-03-19 13:00:00 UTC,1048078800,Thunderstorm Wind,75,gust,estimated,36.68333,-85.13333,36.68333,-85.13333
2003-04-04 15:12:00 UTC,1049469120,2003-04-04 15:17:00 UTC,1049469420,Thunderstorm Wind,87,gust,estimated,40.26667,-87.6,40.26667,-87.6
2003-04-04 21:15:00 UTC,1049490900,2003-04-04 21:15:00 UTC,1049490900,Thunderstorm Wind,65,gust,estimated,40.1,-85.68333,40.1,-85.68333
2003-04-06 07:03:00 UTC,1049612580,2003-04-06 07:10:00 UTC,1049613000,Thunderstorm Wind,72,gust,measured,34.88333,-98.23333,34.88333,-98.23333
2003-04-06 10:00:00 UTC,1049623200,2003-04-06 10:00:00 UTC,1049623200,Thunderstorm Wind,65,gust,estimated,37,-94.31667,37,-94.31667
2003-04-06 11:30:00 UTC,1049628600,2003-04-06 11:30:00 UTC,1049628600,Thunderstorm Wind,65,gust,estimated,37.28333,-94.43333,37.28333,-94.43333
2003-04-06 12:00:00 UTC,1049630400,2003-04-06 12:00:00 UTC,1049630400,Thunderstorm Wind,65,gust,estimated,37.1,-93.83333,37.1,-93.83333
2003-04-06 12:10:00 UTC,1049631000,2003-04-06 12:10:00 UTC,1049631000,Thunderstorm Wind,65,gust,estimated,37.23333,-94.43333,37.23333,-94.43333
2003-04-06 17:00:00 UTC,1049648400,2003-04-06 17:00:00 UTC,1049648400,Thunderstorm Wind,65,gust,estimated,37.35,-93.71667,37.35,-93.71667
2003-04-06 18:31:00 UTC,1049653860,2003-04-06 18:35:00 UTC,1049654100,Thunderstorm Wind,65,sustained,estimated,32.36667,-88.93333,32.36667,-88.93333
2003-04-06 18:37:00 UTC,1049654220,2003-04-06 18:46:00 UTC,1049654760,Thunderstorm Wind,70,sustained,estimated,31.7,-90.4,31.7,-90.4
2003-04-06 18:46:00 UTC,1049654760,2003-04-06 18:47:00 UTC,1049654820,Thunderstorm Wind,70,sustained,estimated,31.6,-89.88333,31.6,-89.88333
2003-04-15 22:47:00 UTC,1050446820,2003-04-15 22:47:00 UTC,1050446820,Thunderstorm Wind,69,gust,estimated,35.38333,-99.91667,35.4,-99.91667
2003-04-20 16:10:00 UTC,1050855000,2003-04-20 16:10:00 UTC,1050855000,Thunderstorm Wind,65,gust,estimated,42.46667,-83.36667,42.46667,-83.36667
2003-04-20 18:10:00 UTC,1050862200,2003-04-20 18:20:00 UTC,1050862800,Thunderstorm Wind,65,gust,estimated,35.66667,-89.51667,35.66667,-89.51667
2003-04-20 19:25:00 UTC,1050866700,2003-04-20 19:25:00 UTC,1050866700,Thunderstorm Wind,65,gust,estimated,38.3,-86.95,38.3,-86.95
2003-04-21 17:00:00 UTC,1050944400,2003-04-21 17:00:00 UTC,1050944400,Thunderstorm Wind,65,gust,estimated,34.1,-82.38333,34.1,-82.38333
2003-04-23 19:25:00 UTC,1051125900,2003-04-23 19:35:00 UTC,1051126500,Thunderstorm Wind,87,gust,estimated,36.4,-98.43333,36.4,-98.43333
2003-04-23 20:00:00 UTC,1051128000,2003-04-23 20:00:00 UTC,1051128000,Thunderstorm Wind,65,gust,estimated,36.76667,-98.71667,36.76667,-98.71667
2003-04-23 20:36:00 UTC,1051130160,2003-04-23 20:36:00 UTC,1051130160,Thunderstorm Wind,69,gust,estimated,36.03333,-98.96667,36.03333,-98.96667
2003-04-23 20:40:00 UTC,1051130400,2003-04-23 20:40:00 UTC,1051130400,Thunderstorm Wind,65,gust,estimated,36.33333,-97.9,36.33333,-97.9
2003-04-24 19:30:00 UTC,1051212600,2003-04-24 19:30:00 UTC,1051212600,Thunderstorm Wind,65,gust,estimated,38.1,-92.91667,38.1,-92.91667
2003-04-25 19:47:00 UTC,1051300020,2003-04-25 19:47:00 UTC,1051300020,Thunderstorm Wind,65,gust,estimated,34.01667,-85.25,34.03333,-85.05
2003-04-28 17:50:00 UTC,1051552200,2003-04-28 17:50:00 UTC,1051552200,Thunderstorm Wind,75,gust,estimated,37,-91.96667,37,-91.96667
2003-04-30 18:05:00 UTC,1051725900,2003-04-30 18:10:00 UTC,1051726200,Thunderstorm Wind,65,gust,estimated,37.28333,-79.86667,37.28333,-79.86667
2003-04-30 20:28:00 UTC,1051734480,2003-04-30 20:28:00 UTC,1051734480,Thunderstorm Wind,70,gust,estimated,41.35,-89.91667,41.35,-89.91667
2003-04-30 21:20:00 UTC,1051737600,2003-04-30 21:20:00 UTC,1051737600,Thunderstorm Wind,69.2,gust,measured,41.25,-89.18333,41.25,-89.18333
2003-05-01 06:15:00 UTC,1051769700,2003-05-01 06:15:00 UTC,1051769700,Thunderstorm Wind,70,gust,estimated,36.95,-92.65,36.95,-92.65
2003-05-01 13:05:00 UTC,1051794300,2003-05-01 13:05:00 UTC,1051794300,Thunderstorm Wind,78,gust,estimated,38.31667,-87.35,38.31667,-87.35
2003-05-01 13:20:00 UTC,1051795200,2003-05-01 13:40:00 UTC,1051796400,Thunderstorm Wind,70,gust,estimated,38.35,-87.28333,38.43333,-87.1
2003-05-01 17:00:00 UTC,1051808400,2003-05-01 17:15:00 UTC,1051809300,Thunderstorm Wind,65,gust,estimated,32.51667,-83.3,32.45,-83.18333
2003-05-01 19:35:00 UTC,1051817700,2003-05-01 19:35:00 UTC,1051817700,Thunderstorm Wind,69,sustained,estimated,32.83333,-97.08333,32.83333,-97.08333
2003-05-01 19:35:00 UTC,1051817700,2003-05-01 19:35:00 UTC,1051817700,Thunderstorm Wind,69,sustained,measured,32.15,-97.4,32.15,-97.4
2003-05-01 19:39:00 UTC,1051817940,2003-05-01 19:39:00 UTC,1051817940,Thunderstorm Wind,69,sustained,estimated,32.75,-97.35,32.75,-97.35
2003-05-02 02:35:00 UTC,1051842900,2003-05-02 02:35:00 UTC,1051842900,Thunderstorm Wind,65,gust,estimated,37,-91.71667,37,-91.71667
2003-05-02 21:07:00 UTC,1051909620,2003-05-02 21:07:00 UTC,1051909620,Thunderstorm Wind,74,gust,estimated,34.4,-85.21667,34.4,-85.21667
2003-05-05 03:30:00 UTC,1052105400,2003-05-05 03:30:00 UTC,1052105400,Thunderstorm Wind,70,gust,estimated,38.45,-87.1,38.45,-87.1
2003-05-05 04:00:00 UTC,1052107200,2003-05-05 04:05:00 UTC,1052107500,Thunderstorm Wind,65,gust,estimated,34.83333,-89.16667,34.83333,-89.16667
2003-05-05 08:05:00 UTC,1052121900,2003-05-05 08:52:00 UTC,1052124720,Thunderstorm Wind,80,gust,estimated,37.7,-83.93333,37.7,-83.93333
2003-05-05 08:34:00 UTC,1052123640,2003-05-05 08:34:00 UTC,1052123640,Thunderstorm Wind,65,gust,estimated,37.85,-83.86667,37.85,-83.86667
2003-05-05 08:52:00 UTC,1052124720,2003-05-05 10:00:00 UTC,1052128800,Thunderstorm Wind,65,gust,estimated,37.7,-83.93333,37.7,-83.93333
2003-05-05 10:40:00 UTC,1052131200,2003-05-05 10:40:00 UTC,1052131200,Thunderstorm Wind,80,gust,estimated,35.25,-86.58333,35.25,-86.58333
2003-05-05 10:50:00 UTC,1052131800,2003-05-05 10:50:00 UTC,1052131800,Thunderstorm Wind,65,gust,estimated,36.56667,-86.51667,36.56667,-86.51667
2003-05-05 14:18:00 UTC,1052144280,2003-05-05 14:18:00 UTC,1052144280,Thunderstorm Wind,65,gust,estimated,37.55,-84.08333,37.55,-84.08333
2003-05-05 16:55:00 UTC,1052153700,2003-05-05 16:55:00 UTC,1052153700,Thunderstorm Wind,65,gust,estimated,37.2,-84,37.2,-84
2003-05-06 14:10:00 UTC,1052230200,2003-05-06 14:10:00 UTC,1052230200,Thunderstorm Wind,65,gust,estimated,38.21667,-92.81667,38.21667,-92.81667
2003-05-06 15:29:00 UTC,1052234940,2003-05-06 15:29:00 UTC,1052234940,Thunderstorm Wind,65,gust,estimated,38.05,-93.7,38.05,-93.7
2003-05-06 15:50:00 UTC,1052236200,2003-05-06 15:50:00 UTC,1052236200,Thunderstorm Wind,65,gust,estimated,38.43333,-92.83333,38.43333,-92.83333
2003-05-06 23:50:00 UTC,1052265000,2003-05-06 23:55:00 UTC,1052265300,Thunderstorm Wind,70,gust,estimated,35.68333,-90.51667,35.68333,-90.51667
2003-05-08 12:00:00 UTC,1052395200,2003-05-08 12:00:00 UTC,1052395200,Thunderstorm Wind,65,gust,estimated,39.1,-92.16667,39.1,-92.16667
2003-05-08 12:00:00 UTC,1052395200,2003-05-08 12:00:00 UTC,1052395200,Thunderstorm Wind,75,gust,estimated,39.16667,-92.13333,39.16667,-92.13333
2003-05-08 21:08:00 UTC,1052428080,2003-05-08 21:08:00 UTC,1052428080,Thunderstorm Wind,90,gust,measured,38.71667,-93.55,38.71667,-93.55
2003-05-09 00:00:00 UTC,1052438400,2003-05-09 00:00:00 UTC,1052438400,Thunderstorm Wind,70,gust,estimated,37.25,-83.2,37.25,-83.2
2003-05-09 00:30:00 UTC,1052440200,2003-05-09 00:40:00 UTC,1052440800,Thunderstorm Wind,70,gust,estimated,37,-82.88333,37,-82.88333
2003-05-09 21:00:00 UTC,1052514000,2003-05-09 21:10:00 UTC,1052514600,Thunderstorm Wind,75,gust,estimated,37.5,-79.88333,37.5,-79.88333
2003-05-09 22:10:00 UTC,1052518200,2003-05-09 22:25:00 UTC,1052519100,Thunderstorm Wind,70,gust,estimated,36.93333,-78.95,36.93333,-78.95
2003-05-10 15:20:00 UTC,1052580000,2003-05-10 15:20:00 UTC,1052580000,Thunderstorm Wind,70,gust,estimated,36.75,-78.78333,36.75,-78.78333
2003-05-10 17:00:00 UTC,1052586000,2003-05-10 17:00:00 UTC,1052586000,Thunderstorm Wind,65,gust,estimated,38.2,-83.93333,38.2,-83.93333
2003-05-10 20:23:00 UTC,1052598180,2003-05-10 20:26:00 UTC,1052598360,Thunderstorm Wind,80,gust,estimated,42.43333,-91.45,42.48333,-91.41667
2003-05-14 02:15:00 UTC,1052878500,2003-05-14 02:15:00 UTC,1052878500,Thunderstorm Wind,65,gust,estimated,35.73333,-98.38333,35.73333,-98.38333
2003-05-14 19:22:00 UTC,1052940120,2003-05-14 19:25:00 UTC,1052940300,Thunderstorm Wind,69,sustained,estimated,33.86667,-94.75,33.86667,-94.8
2003-05-14 20:30:00 UTC,1052944200,2003-05-14 20:36:00 UTC,1052944560,Thunderstorm Wind,87,sustained,estimated,33.31667,-94.33333,33.26667,-94.28333
2003-05-15 14:43:00 UTC,1053009780,2003-05-15 14:43:00 UTC,1053009780,Thunderstorm Wind,78,sustained,estimated,36.25,-84.66667,36.25,-84.66667
2003-05-15 21:30:00 UTC,1053034200,2003-05-15 21:30:00 UTC,1053034200,Thunderstorm Wind,70,gust,estimated,37.03333,-101.15,37.03333,-101.15
2003-05-15 23:08:00 UTC,1053040080,2003-05-15 23:08:00 UTC,1053040080,Thunderstorm Wind,78,gust,estimated,37.26667,-99.33333,37.26667,-99.33333
2003-05-15 23:35:00 UTC,1053041700,2003-05-15 23:35:00 UTC,1053041700,Thunderstorm Wind,71,gust,estimated,37.15,-100.6,37.15,-100.6
2003-05-16 01:01:00 UTC,1053046860,2003-05-16 01:01:00 UTC,1053046860,Thunderstorm Wind,66,gust,measured,35.81667,-99.95,35.81667,-99.95
2003-05-16 01:59:00 UTC,1053050340,2003-05-16 02:04:00 UTC,1053050640,Thunderstorm Wind,65,gust,estimated,35.28333,-99.2,35.28333,-99.2
2003-05-16 02:43:00 UTC,1053052980,2003-05-16 02:43:00 UTC,1053052980,Thunderstorm Wind,78,gust,estimated,34.46667,-99.65,34.46667,-99.65
2003-05-16 03:30:00 UTC,1053055800,2003-05-16 03:30:00 UTC,1053055800,Thunderstorm Wind,70,gust,estimated,36.86667,-96.55,36.86667,-96.55
2003-05-16 13:16:00 UTC,1053090960,2003-05-16 13:16:00 UTC,1053090960,Thunderstorm Wind,65,gust,estimated,35.25,-91.75,35.25,-91.75
2003-05-16 13:39:00 UTC,1053092340,2003-05-16 13:39:00 UTC,1053092340,Thunderstorm Wind,70,gust,estimated,35.63333,-95.56667,35.63333,-95.56667
2003-05-16 13:45:00 UTC,1053092700,2003-05-16 13:45:00 UTC,1053092700,Thunderstorm Wind,70,gust,estimated,35.7,-95.53333,35.7,-95.53333
2003-05-16 16:10:00 UTC,1053101400,2003-05-16 16:10:00 UTC,1053101400,Thunderstorm Wind,70,gust,estimated,34.01667,-94.76667,34.01667,-94.76667
2003-05-16 17:30:00 UTC,1053106200,2003-05-16 18:00:00 UTC,1053108000,Thunderstorm Wind,100,gust,estimated,35.56667,-90.71667,35.56667,-90.63333
2003-05-16 18:49:00 UTC,1053110940,2003-05-16 18:55:00 UTC,1053111300,Thunderstorm Wind,65,gust,estimated,35.23333,-88.61667,35.23333,-88.61667
2003-05-16 21:50:00 UTC,1053121800,2003-05-16 21:55:00 UTC,1053122100,Thunderstorm Wind,65,gust,estimated,35.56667,-90.93333,35.45,-90.33333
2003-05-17 02:45:00 UTC,1053139500,2003-05-17 02:45:00 UTC,1053139500,Thunderstorm Wind,65,gust,estimated,32.75,-92.38333,32.75,-92.38333
2003-05-24 20:20:00 UTC,1053807600,2003-05-24 20:20:00 UTC,1053807600,Thunderstorm Wind,78,gust,estimated,33.68333,-102.25,33.68333,-102.25
2003-05-25 15:45:00 UTC,1053877500,2003-05-25 15:45:00 UTC,1053877500,Thunderstorm Wind,75,gust,estimated,35.08333,-80.51667,35.08333,-80.51667
2003-05-25 19:55:00 UTC,1053892500,2003-05-25 19:55:00 UTC,1053892500,Thunderstorm Wind,65,gust,estimated,36.53333,-79.21667,36.53333,-79.21667
2003-05-25 21:30:00 UTC,1053898200,2003-05-25 21:30:00 UTC,1053898200,Thunderstorm Wind,70,gust,estimated,34.7,-79.28333,34.7,-79.28333
2003-05-25 22:14:00 UTC,1053900840,2003-05-25 22:14:00 UTC,1053900840,Thunderstorm Wind,70,gust,estimated,34.58333,-79.73333,34.58333,-79.73333
2003-05-31 16:40:00 UTC,1054399200,2003-05-31 16:40:00 UTC,1054399200,Thunderstorm Wind,65,gust,estimated,34.33333,-77.76667,34.33333,-77.76667
2003-05-31 17:25:00 UTC,1054401900,2003-05-31 17:25:00 UTC,1054401900,Thunderstorm Wind,70,gust,estimated,34.61667,-79,34.61667,-79
2003-05-31 19:56:00 UTC,1054410960,2003-05-31 21:05:00 UTC,1054415100,Thunderstorm Wind,87,gust,estimated,34.30,-77.85,34.28,-77.71667
2003-06-01 18:35:00 UTC,1054492500,2003-06-01 18:35:00 UTC,1054492500,Thunderstorm Wind,65,gust,estimated,33.38333,-104.51667,33.38333,-104.51667
2003-06-01 20:10:00 UTC,1054498200,2003-06-01 20:10:00 UTC,1054498200,Thunderstorm Wind,65,gust,estimated,32.75,-100.38333,32.75,-100.38333
2003-06-04 21:00:00 UTC,1054760400,2003-06-04 21:00:00 UTC,1054760400,Thunderstorm Wind,65,gust,estimated,36.7,-79.95,36.7,-79.95
2003-06-08 18:23:00 UTC,1055096580,2003-06-08 18:23:00 UTC,1055096580,Thunderstorm Wind,65,gust,estimated,36.18333,-81.23333,36.18333,-81.23333
2003-06-08 18:45:00 UTC,1055097900,2003-06-08 18:45:00 UTC,1055097900,Thunderstorm Wind,65,gust,estimated,36.78,-80.76667,36.78,-80.76667
2003-06-08 18:50:00 UTC,1055098200,2003-06-08 18:50:00 UTC,1055098200,Thunderstorm Wind,65,gust,estimated,36.81667,-80.61667,36.81667,-80.61667
2003-06-08 19:05:00 UTC,1055099100,2003-06-08 19:05:00 UTC,1055099100,Thunderstorm Wind,65,gust,estimated,36.02,-81.16667,36.02,-81.16667
2003-06-08 19:05:00 UTC,1055099100,2003-06-08 19:15:00 UTC,1055099700,Thunderstorm Wind,65,gust,estimated,36.15,-80.8,36.15,-80.8
2003-06-08 19:38:00 UTC,1055101080,2003-06-08 19:38:00 UTC,1055101080,Thunderstorm Wind,65,gust,estimated,36.21667,-81,36.21667,-81
2003-06-08 20:00:00 UTC,1055102400,2003-06-08 20:00:00 UTC,1055102400,Thunderstorm Wind,65,gust,estimated,36.48333,-80.03333,36.48333,-80.03333
2003-06-08 20:00:00 UTC,1055102400,2003-06-08 20:00:00 UTC,1055102400,Thunderstorm Wind,65,gust,estimated,36.76667,-79.98333,36.76667,-79.98333
2003-06-08 20:32:00 UTC,1055104320,2003-06-08 20:32:00 UTC,1055104320,Thunderstorm Wind,65,gust,estimated,36.45,-79.83333,36.45,-79.83333
2003-06-08 21:00:00 UTC,1055106000,2003-06-08 21:00:00 UTC,1055106000,Thunderstorm Wind,65,gust,estimated,36.45,-79.28333,36.45,-79.28333
2003-06-09 21:15:00 UTC,1055193300,2003-06-09 21:15:00 UTC,1055193300,Thunderstorm Wind,70,gust,estimated,41.23333,-97.43333,41.23333,-97.43333
2003-06-10 15:12:00 UTC,1055257920,2003-06-10 15:12:00 UTC,1055257920,Thunderstorm Wind,65,gust,estimated,38.13333,-92.08333,38.13333,-92.08333
2003-06-10 15:15:00 UTC,1055258100,2003-06-10 15:15:00 UTC,1055258100,Thunderstorm Wind,65,gust,estimated,38.18333,-91.95,38.18333,-91.95
2003-06-10 17:20:00 UTC,1055265600,2003-06-10 17:20:00 UTC,1055265600,Thunderstorm Wind,65,gust,estimated,38.08333,-90.1,38.08333,-90.1
2003-06-10 17:35:00 UTC,1055266500,2003-06-10 17:35:00 UTC,1055266500,Thunderstorm Wind,70,gust,estimated,38.53333,-89.7,38.53333,-89.7
2003-06-10 17:35:00 UTC,1055266500,2003-06-10 17:35:00 UTC,1055266500,Thunderstorm Wind,70,gust,estimated,38.6,-89.68333,38.6,-89.68333
2003-06-10 17:45:00 UTC,1055267100,2003-06-10 17:45:00 UTC,1055267100,Thunderstorm Wind,70,gust,estimated,38.43333,-89.55,38.43333,-89.55
2003-06-10 17:50:00 UTC,1055267400,2003-06-10 17:50:00 UTC,1055267400,Thunderstorm Wind,75,gust,estimated,38.38333,-89.38333,38.38333,-89.38333
2003-06-10 19:15:00 UTC,1055272500,2003-06-10 19:15:00 UTC,1055272500,Thunderstorm Wind,65,gust,estimated,37.2,-93.3,37.2,-93.3
2003-06-10 19:45:00 UTC,1055274300,2003-06-10 19:45:00 UTC,1055274300,Thunderstorm Wind,65,gust,estimated,37.16667,-92.95,37.16667,-92.95
2003-06-10 20:00:00 UTC,1055275200,2003-06-10 20:00:00 UTC,1055275200,Thunderstorm Wind,65,gust,estimated,37.16667,-92.95,37.16667,-92.95
2003-06-10 21:05:00 UTC,1055279100,2003-06-10 21:05:00 UTC,1055279100,Thunderstorm Wind,65,gust,estimated,37.33333,-91.96667,37.33333,-91.96667
2003-06-10 21:06:00 UTC,1055279160,2003-06-10 21:06:00 UTC,1055279160,Thunderstorm Wind,80,gust,estimated,37.41667,-91.96667,37.41667,-91.96667
2003-06-11 00:28:00 UTC,1055291280,2003-06-11 00:35:00 UTC,1055291700,Thunderstorm Wind,65,gust,measured,38.1,-89.05,38.1,-89.05
2003-06-11 01:50:00 UTC,1055296200,2003-06-11 01:50:00 UTC,1055296200,Thunderstorm Wind,70,gust,estimated,33.66667,-94.16667,33.66667,-94.16667
2003-06-11 03:30:00 UTC,1055302200,2003-06-11 03:30:00 UTC,1055302200,Thunderstorm Wind,65,gust,estimated,33.71667,-95.05,33.71667,-95.05
2003-06-11 13:30:00 UTC,1055338200,2003-06-11 13:30:00 UTC,1055338200,Thunderstorm Wind,70,gust,estimated,36.08333,-87.38333,36.08333,-87.38333
2003-06-11 18:00:00 UTC,1055354400,2003-06-11 18:00:00 UTC,1055354400,Thunderstorm Wind,70,gust,estimated,33.88333,-91.48333,33.88333,-91.48333
2003-06-11 20:05:00 UTC,1055361900,2003-06-11 20:05:00 UTC,1055361900,Thunderstorm Wind,65,gust,estimated,36.48333,-81.05,36.48333,-81.05
2003-06-11 20:55:00 UTC,1055364900,2003-06-11 21:10:00 UTC,1055365800,Thunderstorm Wind,65,gust,estimated,36.48333,-80.23333,36.48333,-80.23333
2003-06-11 21:05:00 UTC,1055365500,2003-06-11 21:05:00 UTC,1055365500,Thunderstorm Wind,65,gust,estimated,36.41667,-80.21667,36.41667,-80.21667
2003-06-12 17:02:00 UTC,1055437320,2003-06-12 17:02:00 UTC,1055437320,Thunderstorm Wind,70,gust,estimated,28.55,-81.63333,28.55,-81.63333
2003-06-12 18:20:00 UTC,1055442000,2003-06-12 18:20:00 UTC,1055442000,Thunderstorm Wind,65,gust,estimated,37.01667,-93.21667,37.01667,-93.21667
2003-06-16 16:00:00 UTC,1055779200,2003-06-16 16:00:00 UTC,1055779200,Thunderstorm Wind,65,gust,estimated,35.83333,-81.31667,35.83333,-81.31667
2003-06-18 17:00:00 UTC,1055955600,2003-06-18 17:15:00 UTC,1055956500,Thunderstorm Wind,75,gust,estimated,38.53333,-118.61667,38.53333,-118.61667
2003-06-19 18:55:00 UTC,1056048900,2003-06-19 19:10:00 UTC,1056049800,Thunderstorm Wind,65,gust,estimated,44.01667,-116.91667,44.01667,-116.91667
2003-06-24 01:35:00 UTC,1056418500,2003-06-24 01:35:00 UTC,1056418500,Thunderstorm Wind,65,gust,estimated,45.96667,-96.2,45.96667,-96.2
2003-06-24 20:25:00 UTC,1056486300,2003-06-24 20:55:00 UTC,1056488100,Thunderstorm Wind,65,gust,estimated,45.56667,-95.75,45.56667,-95.75
2003-06-24 20:25:00 UTC,1056486300,2003-06-24 20:55:00 UTC,1056488100,Thunderstorm Wind,65,gust,estimated,45.61667,-95.63333,45.61667,-95.6
2003-06-24 22:15:00 UTC,1056492900,2003-06-24 22:15:00 UTC,1056492900,Thunderstorm Wind,87,gust,estimated,47.15,-96.96667,47.15,-96.96667
2003-06-24 22:16:00 UTC,1056492960,2003-06-24 22:16:00 UTC,1056492960,Thunderstorm Wind,87,gust,estimated,47.15,-96.95,47.15,-96.95
2003-06-24 22:17:00 UTC,1056493020,2003-06-24 22:17:00 UTC,1056493020,Thunderstorm Wind,80,gust,estimated,47.16667,-96.96667,47.16667,-96.96667
2003-06-24 22:18:00 UTC,1056493080,2003-06-24 22:18:00 UTC,1056493080,Thunderstorm Wind,87,gust,estimated,47.08333,-96.93333,47.08333,-96.93333
2003-06-24 22:30:00 UTC,1056493800,2003-06-24 22:30:00 UTC,1056493800,Thunderstorm Wind,87,gust,estimated,47.13333,-96.81667,47.13333,-96.81667
2003-06-24 22:32:00 UTC,1056493920,2003-06-24 22:32:00 UTC,1056493920,Thunderstorm Wind,80,gust,estimated,47.26667,-96.98333,47.26667,-96.98333
2003-06-24 22:40:00 UTC,1056494400,2003-06-24 22:40:00 UTC,1056494400,Thunderstorm Wind,74,gust,measured,47.26667,-96.81667,47.26667,-96.81667
2003-06-25 19:25:00 UTC,1056569100,2003-06-26 19:25:00 UTC,1056655500,Thunderstorm Wind,65,gust,estimated,37.46667,-93.28333,37.46667,-93.28333
2003-06-25 19:36:00 UTC,1056569760,2003-06-25 19:36:00 UTC,1056569760,Thunderstorm Wind,65,gust,estimated,37.61667,-93.06667,37.61667,-93.06667
2003-06-25 19:45:00 UTC,1056570300,2003-06-25 19:45:00 UTC,1056570300,Thunderstorm Wind,65,gust,estimated,37.41667,-93.85,37.41667,-93.85
2003-06-30 13:35:00 UTC,1056980100,2003-06-30 13:35:00 UTC,1056980100,Thunderstorm Wind,65,gust,estimated,37.2,-93.3,37.2,-93.3
2003-06-30 15:05:00 UTC,1056985500,2003-06-30 15:05:00 UTC,1056985500,Thunderstorm Wind,65,gust,estimated,37.03333,-93.21667,37.03333,-93.21667
2003-06-30 22:20:00 UTC,1057011600,2003-06-30 22:30:00 UTC,1057012200,Thunderstorm Wind,70,gust,estimated,39.01667,-77.21667,38.98333,-77.18333
2003-07-02 20:38:00 UTC,1057178280,2003-07-02 20:38:00 UTC,1057178280,Thunderstorm Wind,65,gust,estimated,46.36667,-94.78333,46.36667,-94.78333
2003-07-02 20:38:00 UTC,1057178280,2003-07-02 20:38:00 UTC,1057178280,Thunderstorm Wind,65,gust,estimated,46.56667,-95.01667,46.56667,-95.01667
2003-07-02 20:38:00 UTC,1057178280,2003-07-02 20:38:00 UTC,1057178280,Thunderstorm Wind,65,gust,measured,46.6,-95.56667,46.6,-95.56667
2003-07-04 16:30:00 UTC,1057336200,2003-07-04 16:30:00 UTC,1057336200,Thunderstorm Wind,65,gust,estimated,26.26667,-81.56667,26.26667,-81.56667
2003-07-05 21:45:00 UTC,1057441500,2003-07-05 21:50:00 UTC,1057441800,Thunderstorm Wind,65,gust,estimated,41.85,-97.36667,41.86667,-97.23333
2003-07-05 22:00:00 UTC,1057442400,2003-07-05 22:00:00 UTC,1057442400,Thunderstorm Wind,65,gust,estimated,41.48333,-97.61667,41.48333,-97.61667
2003-07-05 22:45:00 UTC,1057445100,2003-07-05 22:45:00 UTC,1057445100,Thunderstorm Wind,65,gust,estimated,41.78333,-96.36667,41.81667,-96.33333
2003-07-05 22:54:00 UTC,1057445640,2003-07-05 22:54:00 UTC,1057445640,Thunderstorm Wind,65,gust,measured,41.76667,-96.18333,41.76667,-96.18333
2003-07-06 13:58:00 UTC,1057499880,2003-07-06 13:58:00 UTC,1057499880,Thunderstorm Wind,65,gust,estimated,42.56667,-88.88333,42.56667,-88.88333
2003-07-06 20:00:00 UTC,1057521600,2003-07-06 20:00:00 UTC,1057521600,Thunderstorm Wind,70,gust,estimated,39.71667,-76.91667,39.71667,-76.91667
2003-07-07 15:45:00 UTC,1057592700,2003-07-07 16:00:00 UTC,1057593600,Thunderstorm Wind,74,gust,estimated,40.25,-82.13333,40.25,-82
