convective_date,convective_day_index,wban_id,good_row_count
2008-09-30,14152,63870,360
2008-10-01,14153,63870,1439
2008-10-02,14154,63870,1434
2008-10-03,14155,63870,1440
2008-10-04,14156,63870,1440
2008-10-05,14157,63870,1162
2008-10-06,14158,63870,1336
2008-10-07,14159,63870,846
2008-10-08,14160,63870,1280
2008-10-09,14161,63870,1440
2008-10-10,14162,63870,1280
2008-10-11,14163,63870,1440
2008-10-12,14164,63870,1440
2008-10-13,14165,63870,862
2008-10-15,14167,63870,122
2008-10-16,14168,63870,47
2008-10-17,14169,63870,174
2008-10-18,14170,63870,153
2008-09-30,14152,54779,420
2008-10-01,14153,54779,1327
2008-10-02,14154,54779,1270
2008-10-03,14155,54779,1299
2008-10-04,14156,54779,1348
2008-10-05,14157,54779,1440
2008-10-06,14158,54779,1440
2008-10-07,14159,54779,1338
2008-10-08,14160,54779,1432
2008-10-09,14161,54779,1439
2008-10-10,14162,54779,1340
2008-10-11,14163,54779,1337
2008-10-12,14164,54779,1440
2008-10-13,14165,54779,891
2008-10-15,14167,54779,1329
2008-10-16,14168,54779,1440
2008-10-17,14169,54779,1340
2008-10-18,14170,54779,1440
2008-10-19,14171,54779,1330
2008-10-20,14172,54779,903
2008-10-21,14173,54779,237
2008-10-22,14174,54779,1440
2008-10-23,14175,54779,1332
2008-10-24,14176,54779,1342
2008-10-25,14177,54779,1440
2008-10-26,14178,54779,1321
2008-10-27,14179,54779,358
2008-10-28,14180,54779,289
2008-10-29,14181,54779,1415
2008-10-30,14182,54779,1259
2008-10-31,14183,54779,1020
2008-09-30,14152,63871,420
2008-10-01,14153,63871,1026
2008-10-02,14154,63871,424
2008-10-03,14155,63871,939
2008-10-04,14156,63871,1433
2008-10-05,14157,63871,1085
2008-10-06,14158,63871,1281
2008-10-08,14160,63871,70
2008-10-09,14161,63871,671
2008-10-10,14162,63871,1351
2008-10-11,14163,63871,112
2008-10-12,14164,63871,1270
2008-10-13,14165,63871,1170
2008-10-15,14167,63871,388
2008-10-16,14168,63871,1372
2008-10-17,14169,63871,1440
2008-10-18,14170,63871,777
2008-10-19,14171,63871,720
2008-10-20,14172,63871,716
2008-10-21,14173,63871,720
2008-10-22,14174,63871,1427
2008-10-23,14175,63871,1395
2008-10-24,14176,63871,286
2008-10-25,14177,63871,822
2008-10-26,14178,63871,1423
2008-10-27,14179,63871,1001
2008-10-28,14180,63871,720
2008-10-29,14181,63871,1385
2008-10-30,14182,63871,805
2008-10-31,14183,63871,733
2008-09-30,14152,94037,300
2008-10-01,14153,94037,1440
2008-10-02,14154,94037,1277
2008-10-03,14155,94037,1440
2008-10-04,14156,94037,1440
2008-10-05,14157,94037,1440
2008-10-06,14158,94037,1440
2008-10-07,14159,94037,1440
2008-10-08,14160,94037,1287
2008-10-09,14161,94037,1440
2008-10-10,14162,94037,1440
2008-10-11,14163,94037,1440
2008-10-12,14164,94037,1438
2008-10-13,14165,94037,770
2008-10-14,14166,94037,1440
2008-10-15,14167,94037,1435
2008-10-16,14168,94037,1440
2008-10-17,14169,94037,1440
2008-10-18,14170,94037,1440
2008-10-19,14171,94037,1440
2008-10-20,14172,94037,793
2008-10-21,14173,94037,338
2008-10-22,14174,94037,1429
2008-10-23,14175,94037,1440
2008-10-24,14176,94037,1440
2008-10-25,14177,94037,1419
2008-10-26,14178,94037,1425
2008-10-27,14179,94037,1180
2008-10-28,14180,94037,1029
2008-10-29,14181,94037,1440
2008-10-30,14182,94037,1440
2008-10-31,14183,94037,1140
2008-09-30,14152,53862,420
2008-10-01,14153,53862,1440
2008-10-02,14154,53862,1253
2008-10-03,14155,53862,1440
2008-10-04,14156,53862,1439
2008-10-05,14157,53862,1440
2008-10-06,14158,53862,1440
2008-10-07,14159,53862,1339
2008-10-08,14160,53862,1274
2008-10-09,14161,53862,1431
2008-10-10,14162,53862,1422
2008-10-11,14163,53862,1418
2008-10-12,14164,53862,1418
2008-10-13,14165,53862,1133
2008-10-14,14166,53862,1440
2008-10-15,14167,53862,762
2008-10-16,14168,53862,199
2008-10-17,14169,53862,1440
2008-10-18,14170,53862,1440
2008-10-19,14171,53862,1439
2008-10-20,14172,53862,814
2008-10-21,14173,53862,319
2008-10-22,14174,53862,1440
2008-10-23,14175,53862,1440
2008-10-24,14176,53862,1440
2008-10-25,14177,53862,1434
2008-10-26,14178,53862,1289
2008-10-28,14180,53862,444
2008-10-29,14181,53862,1440
2008-10-30,14182,53862,1431
2008-10-31,14183,53862,1020
2008-09-30,14152,03032,360
2008-10-01,14153,03032,1440
2008-10-02,14154,03032,1253
2008-10-03,14155,03032,1440
2008-10-04,14156,03032,1440
2008-10-05,14157,03032,1439
2008-10-06,14158,03032,1439
2008-10-07,14159,03032,1440
2008-10-08,14160,03032,1275
2008-10-09,14161,03032,1409
2008-10-10,14162,03032,1374
2008-10-11,14163,03032,1370
2008-10-12,14164,03032,1372
2008-10-13,14165,03032,1128
2008-10-14,14166,03032,1440
2008-10-15,14167,03032,758
2008-10-16,14168,03032,203
2008-10-17,14169,03032,1440
2008-10-18,14170,03032,1440
2008-10-19,14171,03032,1440
