convective_date,convective_day_index,wban_id,good_row_count
2018-02-28,17590,63870,360
2018-03-01,17591,63870,828
2018-03-02,17592,63870,1436
2018-03-03,17593,63870,1436
2018-03-04,17594,63870,1431
2018-03-05,17595,63870,1394
2018-03-06,17596,63870,1406
2018-03-07,17597,63870,834
2018-03-08,17598,63870,1417
2018-03-09,17599,63870,1428
2018-03-10,17600,63870,913
2018-03-11,17601,63870,1401
2018-03-12,17602,63870,1423
2018-03-13,17603,63870,806
2018-03-14,17604,63870,1421
2018-03-15,17605,63870,888
2018-03-16,17606,63870,1372
2018-03-17,17607,63870,220
2018-03-18,17608,63870,1440
2018-03-19,17609,63870,1037
2018-03-20,17610,63870,616
2018-03-21,17611,63870,1428
2018-03-22,17612,63870,1282
2018-03-23,17613,63870,333
2018-03-24,17614,63870,387
2018-03-26,17616,63870,1359
2018-03-27,17617,63870,739
2018-03-29,17619,63870,1057
2018-03-30,17620,63870,327
2018-03-31,17621,63870,703
2018-02-28,17590,54779,420
2018-03-01,17591,54779,1408
2018-03-02,17592,54779,531
2018-03-03,17593,54779,880
2018-03-04,17594,54779,851
2018-03-05,17595,54779,1298
2018-03-06,17596,54779,1395
2018-03-07,17597,54779,1427
2018-03-08,17598,54779,1418
2018-03-09,17599,54779,1394
2018-03-10,17600,54779,1378
2018-03-11,17601,54779,1417
2018-03-12,17602,54779,1431
2018-03-13,17603,54779,1396
2018-03-14,17604,54779,1338
2018-03-15,17605,54779,1393
2018-03-16,17606,54779,1395
2018-03-17,17607,54779,1402
2018-03-18,17608,54779,1422
2018-03-19,17609,54779,1412
2018-03-20,17610,54779,1425
2018-03-21,17611,54779,1409
2018-03-22,17612,54779,1407
2018-03-23,17613,54779,1418
2018-03-24,17614,54779,1418
2018-03-25,17615,54779,1422
2018-03-26,17616,54779,1419
2018-03-27,17617,54779,657
2018-03-30,17620,54779,521
2018-03-31,17621,54779,1006
2018-02-28,17590,63871,419
2018-03-01,17591,63871,1418
2018-03-02,17592,63871,1440
2018-03-03,17593,63871,1438
2018-03-04,17594,63871,1412
2018-03-05,17595,63871,1438
2018-03-06,17596,63871,836
2018-03-07,17597,63871,1440
2018-03-08,17598,63871,1440
2018-03-09,17599,63871,1431
2018-03-10,17600,63871,1440
2018-03-11,17601,63871,1433
2018-03-12,17602,63871,1440
2018-03-13,17603,63871,1422
2018-03-14,17604,63871,1428
2018-03-15,17605,63871,1426
2018-03-16,17606,63871,1438
2018-03-17,17607,63871,1440
2018-03-18,17608,63871,1435
2018-03-19,17609,63871,1433
2018-03-20,17610,63871,1433
2018-03-21,17611,63871,1372
2018-03-22,17612,63871,1433
2018-03-23,17613,63871,1428
2018-03-24,17614,63871,1440
2018-03-25,17615,63871,1430
2018-03-26,17616,63871,1440
2018-03-27,17617,63871,841
2018-03-28,17618,63871,1433
2018-03-29,17619,63871,1438
2018-03-30,17620,63871,1433
2018-03-31,17621,63871,1006
2018-02-28,17590,94037,300
2018-03-01,17591,94037,1440
2018-03-02,17592,94037,1440
2018-03-03,17593,94037,1440
2018-03-04,17594,94037,1440
2018-03-05,17595,94037,1440
2018-03-06,17596,94037,1440
2018-03-07,17597,94037,1440
2018-03-08,17598,94037,1440
2018-03-09,17599,94037,1440
2018-03-10,17600,94037,1440
2018-03-11,17601,94037,1440
2018-03-12,17602,94037,1440
2018-03-13,17603,94037,1440
2018-03-14,17604,94037,1440
2018-03-15,17605,94037,1440
2018-03-16,17606,94037,1440
2018-03-17,17607,94037,1440
2018-03-18,17608,94037,1440
2018-03-19,17609,94037,1436
2018-03-20,17610,94037,1440
2018-03-21,17611,94037,1440
2018-03-22,17612,94037,1440
2018-03-23,17613,94037,1440
2018-03-24,17614,94037,1440
2018-03-25,17615,94037,1440
2018-03-26,17616,94037,1440
2018-03-27,17617,94037,1440
2018-03-28,17618,94037,1440
2018-03-29,17619,94037,1440
2018-03-30,17620,94037,1440
2018-03-31,17621,94037,1140
2018-02-28,17590,03032,360
2018-03-01,17591,03032,1436
2018-03-02,17592,03032,1440
2018-03-03,17593,03032,1426
2018-03-04,17594,03032,1440
2018-03-05,17595,03032,1440
2018-03-06,17596,03032,1431
2018-03-07,17597,03032,1440
2018-03-08,17598,03032,1440
2018-03-09,17599,03032,1410
2018-03-10,17600,03032,1440
2018-03-11,17601,03032,1440
2018-03-12,17602,03032,1410
2018-03-13,17603,03032,1440
2018-03-14,17604,03032,1440
2018-03-15,17605,03032,1440
2018-03-16,17606,03032,1430
2018-03-17,17607,03032,1440
2018-03-18,17608,03032,1439
2018-03-19,17609,03032,1378
2018-03-20,17610,03032,1359
2018-03-21,17611,03032,1432
2018-03-22,17612,03032,1436
2018-03-23,17613,03032,1435
2018-03-24,17614,03032,1422
2018-03-25,17615,03032,1420
2018-03-26,17616,03032,1440
2018-03-27,17617,03032,1440
2018-03-28,17618,03032,1409
2018-03-29,17619,03032,1433
2018-03-30,17620,03032,1440
2018-03-31,17621,03032,1070
2018-02-28,17590,53843,72
2018-03-01,17591,53843,1440
2018-03-02,17592,53843,1435
2018-03-03,17593,53843,1426
2018-03-04,17594,53843,1415
2018-03-05,17595,53843,1416
2018-03-06,17596,53843,839
2018-03-07,17597,53843,1440
2018-03-08,17598,53843,1440
2018-03-09,17599,53843,1437
2018-03-10,17600,53843,1436
2018-03-11,17601,53843,1427
2018-03-12,17602,53843,1427
2018-03-13,17603,53843,1425
2018-03-14,17604,53843,1429
2018-03-15,17605,53843,1404
2018-03-16,17606,53843,1345
2018-03-17,17607,53843,253
2018-03-18,17608,53843,1440
2018-03-19,17609,53843,1432
2018-03-20,17610,53843,244
2018-03-21,17611,53843,1432
2018-03-22,17612,53843,1440
2018-03-23,17613,53843,818
2018-03-24,17614,53843,1430
2018-03-25,17615,53843,1436
2018-03-26,17616,53843,1440
2018-03-27,17617,53843,1436
2018-03-28,17618,53843,1413
2018-03-29,17619,53843,1420
2018-03-30,17620,53843,1427
2018-03-31,17621,53843,1040
2018-02-28,17590,94993,360
2018-03-01,17591,94993,1440
2018-03-02,17592,94993,1440
2018-03-03,17593,94993,1428
2018-03-04,17594,94993,1440
2018-03-05,17595,94993,1440
2018-03-06,17596,94993,1440
2018-03-07,17597,94993,1440
2018-03-08,17598,94993,1440
2018-03-09,17599,94993,1440
2018-03-10,17600,94993,1440
2018-03-11,17601,94993,1440
2018-03-12,17602,94993,1440
2018-03-13,17603,94993,1440
2018-03-14,17604,94993,1424
2018-03-15,17605,94993,1440
2018-03-16,17606,94993,1440
2018-03-17,17607,94993,1440
2018-03-18,17608,94993,1440
2018-03-19,17609,94993,1440
2018-03-20,17610,94993,1436
2018-03-21,17611,94993,1422
2018-03-22,17612,94993,1440
2018-03-23,17613,94993,1440
2018-03-24,17614,94993,1440
2018-03-25,17615,94993,1440
2018-03-26,17616,94993,1440
2018-03-27,17617,94993,1430
2018-03-28,17618,94993,1440
2018-03-29,17619,94993,1440
2018-03-30,17620,94993,1440
2018-03-31,17621,94993,1080
2018-02-28,17590,12832,420
2018-03-01,17591,12832,1440
2018-03-02,17592,12832,1440
2018-03-03,17593,12832,1440
2018-03-04,17594,12832,1440
2018-03-05,17595,12832,1440
2018-03-06,17596,12832,1440
2018-03-07,17597,12832,1440
2018-03-08,17598,12832,1436
2018-03-09,17599,12832,1440
2018-03-10,17600,12832,1440
2018-03-11,17601,12832,1440
2018-03-12,17602,12832,1440
2018-03-13,17603,12832,1398
2018-03-14,17604,12832,1435
2018-03-15,17605,12832,1440
2018-03-16,17606,12832,1440
2018-03-17,17607,12832,1440
2018-03-18,17608,12832,1440
2018-03-19,17609,12832,1437
2018-03-20,17610,12832,1440
2018-03-21,17611,12832,1440
2018-03-22,17612,12832,1436
2018-03-23,17613,12832,1440
2018-03-24,17614,12832,1440
2018-03-25,17615,12832,1440
2018-03-26,17616,12832,1440
2018-03-27,17617,12832,1440
2018-03-28,17618,12832,1440
2018-03-29,17619,12832,1434
2018-03-30,17620,12832,1440
2018-03-31,17621,12832,1020
2018-02-28,17590,03974,360
2018-03-01,17591,03974,1440
2018-03-02,17592,03974,1440
2018-03-03,17593,03974,1440
2018-03-04,17594,03974,1440
2018-03-05,17595,03974,1440
2018-03-06,17596,03974,1440
2018-03-07,17597,03974,1440
2018-03-08,17598,03974,1440
2018-03-09,17599,03974,1402
2018-03-10,17600,03974,1431
2018-03-11,17601,03974,1440
2018-03-12,17602,03974,1430
2018-03-13,17603,03974,1411
2018-03-14,17604,03974,1439
2018-03-15,17605,03974,1440
2018-03-16,17606,03974,1440
2018-03-17,17607,03974,1436
2018-03-18,17608,03974,1440
2018-03-19,17609,03974,1440
2018-03-20,17610,03974,1440
2018-03-21,17611,03974,1434
2018-03-22,17612,03974,1440
2018-03-23,17613,03974,1440
2018-03-24,17614,03974,1440
2018-03-25,17615,03974,1440
2018-03-26,17616,03974,1434
2018-03-27,17617,03974,1440
2018-03-28,17618,03974,1421
2018-03-29,17619,03974,1440
2018-03-30,17620,03974,1436
2018-03-31,17621,03974,1080
2018-02-28,17590,94299,240
2018-03-01,17591,94299,1440
2018-03-02,17592,94299,1440
2018-03-03,17593,94299,1427
2018-03-04,17594,94299,1440
2018-03-05,17595,94299,840
2018-03-06,17596,94299,1440
2018-03-07,17597,94299,1439
2018-03-08,17598,94299,1440
2018-03-09,17599,94299,1431
2018-03-10,17600,94299,1440
2018-03-11,17601,94299,1421
2018-03-12,17602,94299,1440
2018-03-13,17603,94299,1440
2018-03-14,17604,94299,1440
2018-03-15,17605,94299,1440
2018-03-16,17606,94299,1440
2018-03-17,17607,94299,1440
2018-03-18,17608,94299,1436
2018-03-19,17609,94299,1419
2018-03-20,17610,94299,1440
2018-03-21,17611,94299,1429
2018-03-22,17612,94299,1440
2018-03-23,17613,94299,1435
2018-03-24,17614,94299,1436
2018-03-25,17615,94299,1440
2018-03-26,17616,94299,1426
2018-03-27,17617,94299,1431
2018-03-28,17618,94299,1417
2018-03-29,17619,94299,1435
2018-03-30,17620,94299,1435
2018-03-31,17621,94299,1169
2018-02-28,17590,14737,391
2018-03-01,17591,14737,1434
2018-03-02,17592,14737,1388
2018-03-03,17593,14737,1440
2018-03-04,17594,14737,1440
2018-03-05,17595,14737,1437
2018-03-06,17596,14737,1430
2018-03-07,17597,14737,1440
2018-03-08,17598,14737,1440
2018-03-09,17599,14737,1440
2018-03-10,17600,14737,1440
2018-03-11,17601,14737,1436
2018-03-12,17602,14737,1440
2018-03-13,17603,14737,1440
2018-03-14,17604,14737,1440
2018-03-15,17605,14737,1423
2018-03-16,17606,14737,1440
2018-03-17,17607,14737,1440
2018-03-18,17608,14737,1426
2018-03-19,17609,14737,1411
2018-03-20,17610,14737,1440
2018-03-21,17611,14737,1181
2018-03-22,17612,14737,1427
2018-03-23,17613,14737,1440
2018-03-24,17614,14737,1429
2018-03-25,17615,14737,1440
2018-03-26,17616,14737,1418
2018-03-27,17617,14737,1437
2018-03-28,17618,14737,1440
2018-03-29,17619,14737,1418
2018-03-30,17620,14737,1422
2018-03-31,17621,14737,989
2018-02-28,17590,03068,300
2018-03-01,17591,03068,1440
2018-03-02,17592,03068,1162
2018-03-03,17593,03068,1119
2018-03-04,17594,03068,1440
2018-03-05,17595,03068,1439
2018-03-06,17596,03068,1440
