convective_date,convective_day_index,wban_id,good_row_count
2012-08-31,15583,63870,360
2012-09-01,15584,63870,1439
2012-09-02,15585,63870,1440
2012-09-03,15586,63870,1439
2012-09-04,15587,63870,950
2012-09-05,15588,63870,1316
2012-09-06,15589,63870,1242
2012-09-07,15590,63870,855
2012-09-08,15591,63870,1439
2012-09-09,15592,63870,1440
2012-09-10,15593,63870,1091
2012-09-11,15594,63870,1440
2012-09-12,15595,63870,1440
2012-09-13,15596,63870,1421
2012-09-14,15597,63870,1440
2012-09-15,15598,63870,1440
2012-09-16,15599,63870,1440
2012-09-17,15600,63870,1439
2012-09-18,15601,63870,1437
2012-09-19,15602,63870,1427
2012-09-20,15603,63870,1309
2012-09-21,15604,63870,1093
2012-09-22,15605,63870,1440
2012-09-23,15606,63870,1437
2012-09-24,15607,63870,1440
2012-09-25,15608,63870,1426
2012-09-26,15609,63870,929
2012-09-27,15610,63870,1281
2012-09-28,15611,63870,1160
2012-09-29,15612,63870,816
2012-09-30,15613,63870,1080
2012-08-31,15583,54779,420
2012-09-01,15584,54779,1440
2012-09-02,15585,54779,1440
2012-09-03,15586,54779,1296
2012-09-04,15587,54779,984
2012-09-05,15588,54779,719
2012-09-06,15589,54779,1260
2012-09-07,15590,54779,1440
2012-09-08,15591,54779,1439
2012-09-09,15592,54779,1310
2012-09-11,15594,54779,859
2012-09-12,15595,54779,950
2012-09-13,15596,54779,769
2012-09-14,15597,54779,417
2012-09-15,15598,54779,1057
2012-09-16,15599,54779,1440
2012-09-17,15600,54779,1439
2012-09-18,15601,54779,1425
2012-09-19,15602,54779,1383
2012-09-20,15603,54779,1440
2012-09-21,15604,54779,1439
2012-09-22,15605,54779,901
2012-09-23,15606,54779,1251
2012-09-24,15607,54779,1218
2012-09-25,15608,54779,1440
2012-09-26,15609,54779,997
2012-09-27,15610,54779,1362
2012-09-28,15611,54779,1440
2012-09-29,15612,54779,1340
2012-09-30,15613,54779,1020
2012-09-01,15584,63871,276
2012-09-02,15585,63871,56
2012-09-05,15588,63871,352
2012-09-08,15591,63871,194
2012-09-11,15594,63871,14
2012-09-12,15595,63871,477
2012-09-13,15596,63871,100
2012-09-14,15597,63871,121
2012-09-16,15599,63871,100
2012-09-18,15601,63871,57
2012-09-21,15604,63871,49
2012-09-24,15607,63871,4
2012-09-27,15610,63871,103
2012-09-29,15612,63871,186
2012-08-31,15583,94037,300
2012-09-01,15584,94037,1440
2012-09-02,15585,94037,1440
2012-09-03,15586,94037,1440
2012-09-04,15587,94037,939
2012-09-05,15588,94037,720
2012-09-06,15589,94037,1260
2012-09-07,15590,94037,1440
2012-09-08,15591,94037,1440
2012-09-09,15592,94037,1440
2012-09-10,15593,94037,1439
2012-09-11,15594,94037,1440
2012-09-12,15595,94037,1438
2012-09-13,15596,94037,1434
2012-09-14,15597,94037,1439
2012-09-15,15598,94037,1438
2012-09-16,15599,94037,1440
2012-09-17,15600,94037,1440
2012-09-18,15601,94037,1440
2012-09-19,15602,94037,1435
2012-09-20,15603,94037,1438
2012-09-21,15604,94037,1440
2012-09-22,15605,94037,1440
2012-09-23,15606,94037,1440
2012-09-24,15607,94037,1440
2012-09-25,15608,94037,1434
2012-09-26,15609,94037,918
2012-09-27,15610,94037,1432
2012-09-28,15611,94037,1436
2012-09-29,15612,94037,1439
2012-09-30,15613,94037,1044
2012-08-31,15583,53862,420
2012-09-01,15584,53862,1440
2012-09-02,15585,53862,1440
2012-09-03,15586,53862,1440
2012-09-04,15587,53862,937
2012-09-05,15588,53862,1331
2012-09-06,15589,53862,1436
2012-09-07,15590,53862,1440
2012-09-08,15591,53862,1440
2012-09-09,15592,53862,1440
2012-09-10,15593,53862,1440
2012-09-11,15594,53862,1440
2012-09-12,15595,53862,937
2012-09-13,15596,53862,1407
2012-09-14,15597,53862,1440
2012-09-15,15598,53862,1440
2012-09-16,15599,53862,1440
2012-09-17,15600,53862,1440
2012-09-18,15601,53862,1440
2012-09-19,15602,53862,1435
2012-09-20,15603,53862,1440
2012-09-21,15604,53862,1440
2012-09-22,15605,53862,1440
2012-09-23,15606,53862,1440
2012-09-24,15607,53862,1440
2012-09-25,15608,53862,1434
2012-09-26,15609,53862,917
2012-09-27,15610,53862,1432
2012-09-28,15611,53862,1440
2012-09-29,15612,53862,1440
2012-09-30,15613,53862,1020
2012-08-31,15583,03032,360
2012-09-01,15584,03032,1439
2012-09-02,15585,03032,1439
2012-09-03,15586,03032,1438
2012-09-04,15587,03032,933
2012-09-05,15588,03032,1334
2012-09-06,15589,03032,1436
2012-09-07,15590,03032,1440
2012-09-08,15591,03032,1440
2012-09-09,15592,03032,1440
2012-09-10,15593,03032,1440
2012-09-11,15594,03032,1440
2012-09-12,15595,03032,1440
2012-09-13,15596,03032,1436
2012-09-14,15597,03032,1440
2012-09-15,15598,03032,1440
2012-09-16,15599,03032,1402
2012-09-17,15600,03032,1440
2012-09-18,15601,03032,1440
2012-09-19,15602,03032,1396
2012-09-20,15603,03032,1440
2012-09-21,15604,03032,1440
2012-09-22,15605,03032,1440
2012-09-23,15606,03032,1440
2012-09-24,15607,03032,1440
2012-09-25,15608,03032,1435
2012-09-26,15609,03032,914
2012-09-27,15610,03032,1439
2012-09-28,15611,03032,1440
2012-09-29,15612,03032,1440
2012-09-30,15613,03032,1076
2012-08-31,15583,53843,360
2012-09-01,15584,53843,1100
2012-09-02,15585,53843,1440
2012-09-03,15586,53843,1440
2012-09-04,15587,53843,923
2012-09-05,15588,53843,1345
2012-09-06,15589,53843,1437
2012-09-07,15590,53843,1440
2012-09-08,15591,53843,1440
2012-09-09,15592,53843,1440
2012-09-10,15593,53843,1440
2012-09-11,15594,53843,1275
2012-09-12,15595,53843,1236
2012-09-13,15596,53843,1440
2012-09-14,15597,53843,1440
2012-09-15,15598,53843,1022
2012-09-16,15599,53843,1439
2012-09-17,15600,53843,1018
2012-09-18,15601,53843,1440
2012-09-19,15602,53843,1440
2012-09-20,15603,53843,1440
2012-09-21,15604,53843,1440
2012-09-22,15605,53843,1440
2012-09-23,15606,53843,1440
2012-09-24,15607,53843,1440
2012-09-25,15608,53843,1440
2012-09-26,15609,53843,913
2012-09-27,15610,53843,1440
2012-09-28,15611,53843,1440
2012-09-29,15612,53843,794
2012-09-30,15613,53843,1080
2012-08-31,15583,94993,360
2012-09-01,15584,94993,1097
2012-09-02,15585,94993,1440
2012-09-03,15586,94993,1440
2012-09-04,15587,94993,918
2012-09-05,15588,94993,1349
2012-09-06,15589,94993,1436
2012-09-07,15590,94993,1440
2012-09-08,15591,94993,1440
2012-09-09,15592,94993,1440
2012-09-10,15593,94993,1440
2012-09-11,15594,94993,967
2012-09-12,15595,94993,1440
2012-09-13,15596,94993,1438
2012-09-14,15597,94993,1440
2012-09-15,15598,94993,1440
2012-09-16,15599,94993,1440
2012-09-17,15600,94993,1440
2012-09-18,15601,94993,1440
