convective_date,convective_day_index,wban_id,good_row_count
2012-09-30,15613,63870,360
2012-10-01,15614,63870,977
2012-10-02,15615,63870,1435
2012-10-03,15616,63870,1440
2012-10-04,15617,63870,1428
2012-10-05,15618,63870,1440
2012-10-06,15619,63870,1440
2012-10-07,15620,63870,1440
2012-10-08,15621,63870,1440
2012-10-09,15622,63870,1122
2012-10-10,15623,63870,1227
2012-10-11,15624,63870,1438
2012-10-12,15625,63870,1440
2012-10-13,15626,63870,1439
2012-10-14,15627,63870,1440
2012-10-15,15628,63870,1407
2012-10-16,15629,63870,1440
2012-10-17,15630,63870,1440
2012-10-18,15631,63870,1434
2012-10-19,15632,63870,1413
2012-10-20,15633,63870,1384
2012-10-21,15634,63870,1355
2012-10-22,15635,63870,718
2012-10-23,15636,63870,1088
2012-10-24,15637,63870,1421
2012-10-25,15638,63870,1440
2012-10-26,15639,63870,1440
2012-10-27,15640,63870,1436
2012-10-28,15641,63870,1004
2012-10-29,15642,63870,687
2012-10-30,15643,63870,379
2012-10-31,15644,63870,1076
2012-09-30,15613,54779,420
2012-10-01,15614,54779,220
2012-10-02,15615,54779,1440
2012-10-03,15616,54779,1103
2012-10-04,15617,54779,1428
2012-10-05,15618,54779,1078
2012-10-06,15619,54779,1440
2012-10-07,15620,54779,812
2012-10-08,15621,54779,813
2012-10-09,15622,54779,508
2012-10-10,15623,54779,683
2012-10-11,15624,54779,911
2012-10-12,15625,54779,1048
2012-10-13,15626,54779,1314
2012-10-14,15627,54779,1400
2012-10-15,15628,54779,1352
2012-10-16,15629,54779,1438
2012-10-17,15630,54779,1440
2012-10-18,15631,54779,1438
2012-10-19,15632,54779,1439
2012-10-20,15633,54779,1382
2012-10-21,15634,54779,1427
2012-10-22,15635,54779,1056
2012-10-23,15636,54779,1440
2012-10-24,15637,54779,1361
2012-10-25,15638,54779,1423
2012-10-26,15639,54779,1440
2012-10-27,15640,54779,1440
2012-10-28,15641,54779,1440
2012-10-29,15642,54779,82
2012-10-09,15622,63871,95
2012-10-10,15623,63871,7
2012-10-11,15624,63871,169
2012-10-14,15627,63871,539
2012-10-17,15630,63871,351
2012-10-19,15632,63871,27
2012-10-22,15635,63871,231
2012-10-26,15639,63871,54
2012-10-30,15643,63871,103
2012-09-30,15613,94037,300
2012-10-01,15614,94037,1327
2012-10-02,15615,94037,1440
2012-10-03,15616,94037,1440
2012-10-04,15617,94037,1426
2012-10-05,15618,94037,1440
2012-10-06,15619,94037,1440
2012-10-07,15620,94037,1440
2012-10-08,15621,94037,893
2012-10-09,15622,94037,1432
2012-10-10,15623,94037,1440
2012-10-11,15624,94037,1440
2012-10-12,15625,94037,1440
2012-10-13,15626,94037,1025
2012-10-14,15627,94037,1440
2012-10-15,15628,94037,1398
2012-10-16,15629,94037,1440
2012-10-17,15630,94037,1440
2012-10-18,15631,94037,1440
2012-10-19,15632,94037,1437
2012-10-20,15633,94037,1331
2012-10-21,15634,94037,1362
2012-10-22,15635,94037,1440
2012-10-23,15636,94037,1415
2012-10-24,15637,94037,1411
2012-10-25,15638,94037,1440
2012-10-26,15639,94037,1440
2012-10-27,15640,94037,1440
2012-10-28,15641,94037,1440
2012-10-29,15642,94037,793
2012-10-30,15643,94037,392
2012-10-31,15644,94037,1140
2012-09-30,15613,53862,420
2012-10-01,15614,53862,1440
2012-10-02,15615,53862,1440
2012-10-03,15616,53862,1440
2012-10-04,15617,53862,882
2012-10-05,15618,53862,1440
2012-10-06,15619,53862,1440
2012-10-07,15620,53862,1438
2012-10-08,15621,53862,1439
2012-10-09,15622,53862,1433
2012-10-10,15623,53862,1440
2012-10-11,15624,53862,1440
2012-10-12,15625,53862,1440
2012-10-13,15626,53862,1440
2012-10-14,15627,53862,1440
2012-10-15,15628,53862,1399
2012-10-16,15629,53862,1440
2012-10-17,15630,53862,1439
2012-10-18,15631,53862,1440
2012-10-19,15632,53862,1437
2012-10-20,15633,53862,1385
2012-10-21,15634,53862,1429
2012-10-22,15635,53862,1440
2012-10-23,15636,53862,1416
2012-10-24,15637,53862,1414
2012-10-25,15638,53862,1440
2012-10-26,15639,53862,1440
2012-10-27,15640,53862,1440
2012-10-28,15641,53862,1440
2012-10-29,15642,53862,675
2012-10-30,15643,53862,394
2012-10-31,15644,53862,1020
2012-09-30,15613,03032,329
2012-10-01,15614,03032,1440
2012-10-02,15615,03032,1439
2012-10-03,15616,03032,1437
2012-10-04,15617,03032,1131
2012-10-05,15618,03032,1440
2012-10-06,15619,03032,1440
2012-10-07,15620,03032,1315
2012-10-08,15621,03032,1332
2012-10-09,15622,03032,999
2012-10-10,15623,03032,1376
2012-10-11,15624,03032,1439
2012-10-12,15625,03032,946
2012-10-13,15626,03032,1426
2012-10-14,15627,03032,1086
2012-10-15,15628,03032,769
2012-10-16,15629,03032,1440
2012-10-17,15630,03032,1440
2012-10-18,15631,03032,1440
2012-10-19,15632,03032,1151
2012-10-20,15633,03032,569
2012-10-21,15634,03032,1438
2012-10-22,15635,03032,1343
2012-10-23,15636,03032,781
2012-10-24,15637,03032,1309
2012-10-25,15638,03032,1125
2012-10-26,15639,03032,996
2012-10-27,15640,03032,1439
2012-10-28,15641,03032,1154
2012-10-29,15642,03032,720
2012-10-30,15643,03032,304
2012-10-31,15644,03032,824
2012-09-30,15613,53843,360
2012-10-01,15614,53843,976
2012-10-02,15615,53843,1440
2012-10-03,15616,53843,1440
2012-10-04,15617,53843,1424
2012-10-05,15618,53843,1440
2012-10-06,15619,53843,1440
2012-10-07,15620,53843,1440
2012-10-08,15621,53843,1440
2012-10-09,15622,53843,1433
2012-10-10,15623,53843,1440
2012-10-11,15624,53843,1440
2012-10-12,15625,53843,1440
2012-10-13,15626,53843,1440
2012-10-14,15627,53843,1440
2012-10-15,15628,53843,139
2012-10-18,15631,53843,1186
2012-10-19,15632,53843,1437
2012-10-20,15633,53843,1386
2012-10-21,15634,53843,1429
2012-10-22,15635,53843,638
2012-10-23,15636,53843,954
2012-10-24,15637,53843,880
2012-10-25,15638,53843,918
2012-10-26,15639,53843,1440
2012-10-27,15640,53843,1440
2012-10-28,15641,53843,1013
2012-10-29,15642,53843,108
2012-10-30,15643,53843,406
2012-10-31,15644,53843,1080
2012-09-30,15613,94993,360
2012-10-01,15614,94993,1300
2012-10-02,15615,94993,1090
2012-10-03,15616,94993,1440
2012-10-04,15617,94993,1427
2012-10-05,15618,94993,1440
2012-10-06,15619,94993,1282
2012-10-07,15620,94993,1440
2012-10-08,15621,94993,1440
2012-10-09,15622,94993,1432
2012-10-10,15623,94993,1381
2012-10-11,15624,94993,901
2012-10-12,15625,94993,1440
2012-10-13,15626,94993,1271
2012-10-14,15627,94993,584
2012-10-15,15628,94993,1398
2012-10-16,15629,94993,1172
2012-10-17,15630,94993,1440
2012-10-18,15631,94993,1440
2012-10-19,15632,94993,1437
2012-10-20,15633,94993,1386
2012-10-21,15634,94993,1429
2012-10-22,15635,94993,1440
2012-10-23,15636,94993,1440
2012-10-24,15637,94993,1440
2012-10-25,15638,94993,1440
2012-10-26,15639,94993,1440
2012-10-27,15640,94993,1206
2012-10-28,15641,94993,1138
2012-10-29,15642,94993,667
2012-10-30,15643,94993,315
2012-10-31,15644,94993,1080
2012-09-30,15613,94943,360
2012-10-01,15614,94943,1440
2012-10-02,15615,94943,1440
2012-10-03,15616,94943,1440
2012-10-04,15617,94943,1425
2012-10-05,15618,94943,1042
2012-10-06,15619,94943,1440
2012-10-07,15620,94943,1440
2012-10-08,15621,94943,1440
2012-10-09,15622,94943,1431
2012-10-10,15623,94943,1440
2012-10-11,15624,94943,1440
2012-10-12,15625,94943,1440
2012-10-13,15626,94943,1440
2012-10-14,15627,94943,1440
2012-10-15,15628,94943,1407
2012-10-16,15629,94943,1016
2012-10-17,15630,94943,1315
2012-10-18,15631,94943,417
2012-10-19,15632,94943,1440
2012-10-20,15633,94943,1440
2012-10-21,15634,94943,827
2012-10-22,15635,94943,1440
2012-10-23,15636,94943,1440
2012-10-24,15637,94943,1440
2012-10-25,15638,94943,1440
2012-10-26,15639,94943,1440
2012-10-27,15640,94943,953
2012-10-28,15641,94943,1440
2012-10-29,15642,94943,654
2012-10-30,15643,94943,400
2012-10-31,15644,94943,1080
2012-09-30,15613,12832,420
2012-10-01,15614,12832,1440
2012-10-02,15615,12832,1440
2012-10-03,15616,12832,1440
2012-10-04,15617,12832,1423
2012-10-05,15618,12832,1440
2012-10-06,15619,12832,1440
2012-10-07,15620,12832,1440
2012-10-08,15621,12832,1440
2012-10-09,15622,12832,1431
2012-10-10,15623,12832,1440
2012-10-11,15624,12832,1440
2012-10-12,15625,12832,1187
2012-10-13,15626,12832,1433
2012-10-14,15627,12832,1440
2012-10-15,15628,12832,1407
2012-10-16,15629,12832,1440
2012-10-17,15630,12832,1440
2012-10-18,15631,12832,1440
2012-10-19,15632,12832,1440
2012-10-20,15633,12832,1440
2012-10-21,15634,12832,1440
2012-10-22,15635,12832,1440
2012-10-23,15636,12832,1440
2012-10-24,15637,12832,1440
2012-10-25,15638,12832,1440
2012-10-26,15639,12832,1440
2012-10-27,15640,12832,1440
2012-10-28,15641,12832,1440
2012-10-29,15642,12832,652
2012-10-30,15643,12832,419
2012-10-31,15644,12832,1020
2012-09-30,15613,03974,360
2012-10-01,15614,03974,1440
2012-10-02,15615,03974,1436
2012-10-03,15616,03974,1439
2012-10-04,15617,03974,1424
2012-10-05,15618,03974,1440
2012-10-06,15619,03974,1439
2012-10-07,15620,03974,1439
2012-10-08,15621,03974,1440
2012-10-09,15622,03974,1432
2012-10-10,15623,03974,1440
2012-10-11,15624,03974,1440
2012-10-12,15625,03974,1440
2012-10-13,15626,03974,1440
2012-10-14,15627,03974,1439
2012-10-15,15628,03974,1406
2012-10-16,15629,03974,1440
2012-10-17,15630,03974,1440
2012-10-18,15631,03974,1439
2012-10-19,15632,03974,1440
2012-10-20,15633,03974,1440
2012-10-21,15634,03974,1440
2012-10-22,15635,03974,1440
2012-10-23,15636,03974,1440
2012-10-24,15637,03974,1440
2012-10-25,15638,03974,1440
2012-10-26,15639,03974,1440
2012-10-27,15640,03974,1440
2012-10-28,15641,03974,1439
2012-10-29,15642,03974,650
2012-10-30,15643,03974,421
2012-10-31,15644,03974,1080
2012-09-30,15613,94299,240
2012-10-01,15614,94299,1440
2012-10-02,15615,94299,1440
2012-10-03,15616,94299,1440
2012-10-04,15617,94299,1424
2012-10-05,15618,94299,1440
2012-10-06,15619,94299,968
2012-10-07,15620,94299,1440
2012-10-08,15621,94299,1440
2012-10-09,15622,94299,1426
2012-10-10,15623,94299,1440
